device_id,record_time,cpu_usage_percent,memory_usage_percent,temperature_celsius,online_flag
RSU-4083,2025-06-07 15:34:17,16.8,30.9,80.3,True
CAM-9540,2025-06-01 20:44:07,90.7,15.5,30.1,True
VMS-9485,2025-06-01 13:18:16,80.1,60.6,46.5,True
RSU-6684,2025-06-03 08:05:58,8.7,90.1,53.8,True
VMS-9055,2025-06-04 08:17:56,61.7,44.2,65.0,True
VMS-3279,2025-06-01 17:09:04,86.1,47.2,62.3,True
RSU-1640,2025-06-04 07:08:25,9.6,91.6,37.7,True
RSU-4083,2025-06-01 14:53:10,61.3,12.6,83.9,True
CAM-8906,2025-06-07 20:34:32,64.7,44.7,67.2,True
VMS-3279,2025-06-06 17:46:07,16.8,80.7,42.4,True
VMS-7793,2025-06-03 18:02:22,41.0,70.1,34.0,True
CAM-5094,2025-06-05 18:59:15,79.6,80.3,54.6,True
SEN-9448,2025-06-07 15:12:47,44.9,56.7,67.0,True
VMS-4540,2025-06-03 15:23:08,38.3,39.6,39.5,True
DEV-5777,2025-06-03 04:16:58,87.1,52.7,81.3,True
VMS-6450,2025-06-01 07:52:09,29.7,76.1,50.9,False
CAM-3584,2025-06-05 18:06:51,49.1,68.3,82.4,True
DEV-3696,2025-06-07 03:11:40,89.5,79.9,41.5,True
VMS-9485,2025-06-05 17:24:12,45.8,33.4,70.5,True
DEV-5141,2025-06-06 18:16:12,20.6,15.6,48.7,True
CAM-3584,2025-06-06 22:31:23,42.7,91.2,46.2,True
VMS-5226,2025-06-01 17:17:19,8.1,93.4,59.0,True
RSU-6684,2025-06-06 05:49:29,8.6,31.3,30.0,True
CAM-3584,2025-06-05 07:46:03,82.2,59.1,39.9,True
SEN-9448,2025-06-07 17:12:56,79.4,30.5,57.7,True
CAM-3584,2025-06-02 20:21:52,50.3,54.8,51.2,True
SEN-7909,2025-06-04 08:11:50,21.1,17.5,31.5,True
DEV-3696,2025-06-03 08:27:40,39.7,81.2,53.6,True
SEN-9219,2025-06-07 21:02:19,44.1,69.8,62.3,True
SEN-8721,2025-06-01 05:10:10,69.2,36.4,46.2,True
DEV-5777,2025-06-04 17:53:13,7.6,60.7,30.1,True
RSU-2412,2025-06-03 21:47:22,53.1,27.2,29.0,True
VMS-4540,2025-06-05 07:05:17,52.6,46.0,64.4,True
RSU-2412,2025-06-02 08:58:42,47.0,93.3,83.4,True
CAM-3584,2025-06-03 16:33:38,46.8,79.2,58.4,True
VMS-9485,2025-06-04 17:19:43,18.8,21.5,76.3,True
VMS-6450,2025-06-03 13:45:26,38.3,12.2,45.7,True
SEN-9448,2025-06-02 10:34:39,38.6,58.9,47.1,True
SEN-9448,2025-06-01 20:35:16,55.2,27.3,32.6,True
SEN-9448,2025-06-05 17:43:20,17.7,46.1,50.3,True
VMS-5226,2025-06-06 07:47:55,93.5,41.3,71.2,True
SEN-6121,2025-06-02 15:09:07,66.0,12.8,69.0,False
VMS-4540,2025-06-06 21:17:40,72.7,42.7,73.7,True
RSU-6684,2025-06-03 17:01:27,63.0,86.1,78.9,True
RSU-4083,2025-06-02 07:49:50,30.0,32.2,52.6,True
CAM-5094,2025-06-04 09:58:27,79.7,26.9,44.4,True
CAM-9540,2025-06-01 23:53:21,9.3,16.4,81.8,True
RSU-2412,2025-06-01 08:12:43,80.2,83.9,27.2,True
SEN-9219,2025-06-06 01:00:41,88.3,53.8,32.7,True
DEV-3696,2025-06-06 17:00:42,50.7,10.7,37.8,True
RSU-9703,2025-06-03 01:10:05,88.3,32.4,43.9,True
VMS-6450,2025-06-04 18:50:39,40.2,75.5,52.0,True
RSU-9703,2025-06-06 08:33:27,36.2,35.0,37.3,True
CAM-8906,2025-06-02 19:50:35,26.4,45.3,63.4,True
RSU-9703,2025-06-06 06:48:55,61.9,19.5,41.0,True
CAM-8906,2025-06-05 18:27:14,44.4,56.3,76.5,True
CAM-5320,2025-06-06 18:55:26,28.3,76.5,84.2,True
SEN-6121,2025-06-02 08:59:10,67.5,34.7,79.2,True
VMS-3279,2025-06-02 07:47:48,22.1,54.1,71.0,True
CAM-9540,2025-06-03 18:00:37,18.3,94.0,82.6,True
DEV-3696,2025-06-01 16:36:47,52.2,30.1,73.5,False
DEV-5777,2025-06-02 06:12:44,85.4,46.3,31.6,True
CAM-3584,2025-06-03 20:33:33,29.7,10.4,59.6,True
VMS-9055,2025-06-04 06:14:43,77.4,89.2,34.8,True
CAM-8906,2025-06-04 11:55:27,51.1,56.6,69.7,True
DEV-9259,2025-06-07 11:13:19,9.5,12.1,81.8,True
VMS-9485,2025-06-02 08:12:06,6.5,78.5,39.5,True
VMS-3279,2025-06-05 17:19:37,82.2,44.9,40.0,True
DEV-9259,2025-06-01 21:50:24,39.3,19.7,34.2,True
SEN-6121,2025-06-02 19:51:56,80.0,13.6,30.5,True
DEV-3696,2025-06-02 21:35:08,6.6,42.6,30.6,True
VMS-9485,2025-06-05 07:44:41,25.4,12.0,35.3,True
RSU-4083,2025-06-06 17:57:01,90.3,19.9,36.7,True
RSU-6684,2025-06-04 18:54:25,73.1,43.7,73.0,True
SEN-9448,2025-06-01 17:30:14,18.2,76.0,44.8,True
CAM-8906,2025-06-07 09:22:26,91.0,91.1,72.0,True
VMS-6450,2025-06-05 14:30:37,63.0,11.3,66.0,True
CAM-5320,2025-06-02 20:22:14,39.2,11.9,54.6,True
RSU-2876,2025-06-03 07:58:26,8.4,72.3,37.7,True
RSU-2412,2025-06-03 22:36:53,8.1,80.1,43.5,False
SEN-7909,2025-06-04 15:41:44,42.9,13.5,31.5,True
CAM-9540,2025-06-01 17:16:31,51.8,43.4,30.1,True
SEN-9113,2025-06-01 17:32:22,93.3,93.0,54.1,True
DEV-5777,2025-06-01 11:42:07,52.1,87.3,83.0,False
SEN-9113,2025-06-05 18:49:54,35.6,62.6,34.5,True
SEN-9113,2025-06-01 07:18:30,31.8,22.9,58.3,False
CAM-3584,2025-06-06 01:01:00,92.7,51.7,45.9,True
VMS-2566,2025-06-04 17:27:01,89.0,34.2,61.1,True
SEN-9448,2025-06-02 17:01:14,17.7,62.3,56.9,True
DEV-5777,2025-06-01 18:16:58,25.8,23.8,73.6,True
SEN-6121,2025-06-06 08:06:34,85.5,18.9,33.6,True
RSU-2412,2025-06-06 08:58:35,93.9,48.6,45.9,False
RSU-1640,2025-06-06 23:32:38,46.9,57.3,67.6,True
DEV-3696,2025-06-06 11:01:23,66.9,94.0,48.2,True
VMS-9055,2025-06-01 05:15:47,88.6,20.5,63.2,True
VMS-5226,2025-06-04 12:05:16,20.0,50.4,57.5,True
SEN-9113,2025-06-04 07:31:57,68.0,25.4,29.4,True
DEV-5141,2025-06-02 17:35:40,79.1,87.6,64.3,True
RSU-6684,2025-06-02 11:44:24,72.3,14.4,35.9,True
VMS-2566,2025-06-07 07:30:44,13.9,84.6,73.3,True
RSU-9703,2025-06-05 15:17:57,22.0,72.4,56.3,True
RSU-2412,2025-06-06 17:00:34,71.9,63.9,82.6,True
RSU-6684,2025-06-03 17:40:13,45.2,23.1,38.5,True
VMS-9485,2025-06-06 07:43:27,42.8,12.5,85.0,True
VMS-4540,2025-06-01 06:53:04,47.2,79.6,36.7,True
VMS-6450,2025-06-02 18:15:59,27.1,11.1,38.7,False
VMS-7793,2025-06-07 04:05:21,87.9,44.7,62.4,True
VMS-2566,2025-06-04 17:55:14,68.2,23.4,62.0,True
RSU-4083,2025-06-07 15:36:51,76.1,33.5,82.1,True
CAM-5720,2025-06-07 18:49:25,72.1,70.9,57.0,True
VMS-9485,2025-06-04 07:23:35,39.9,37.0,58.0,True
RSU-2412,2025-06-02 19:41:03,39.2,43.4,70.5,True
VMS-4540,2025-06-05 18:16:18,68.1,63.0,29.2,True
SEN-6121,2025-06-02 18:20:38,52.1,26.9,57.1,True
VMS-9055,2025-06-05 17:15:18,49.9,35.3,65.7,True
VMS-4540,2025-06-07 08:07:15,20.6,12.2,71.0,False
RSU-2876,2025-06-07 18:11:48,74.1,47.7,74.5,True
RSU-2412,2025-06-05 22:31:33,19.4,47.9,39.6,True
SEN-9219,2025-06-05 17:51:29,81.3,79.0,83.6,True
SEN-9448,2025-06-07 21:50:26,23.6,21.9,31.6,True
SEN-7909,2025-06-05 20:20:27,80.0,65.5,78.2,True
VMS-9055,2025-06-07 17:27:39,29.2,43.8,70.6,True
CAM-9540,2025-06-05 07:35:55,80.0,95.0,27.3,True
CAM-5720,2025-06-03 11:06:57,66.8,79.8,70.5,True
DEV-5141,2025-06-01 14:50:09,74.9,21.5,52.3,True
VMS-4540,2025-06-03 07:06:21,24.5,56.9,73.7,True
CAM-8906,2025-06-06 15:51:53,63.3,34.1,75.7,True
SEN-9219,2025-06-04 08:01:24,59.8,39.3,65.4,False
VMS-4540,2025-06-01 10:12:41,7.7,79.1,71.7,True
DEV-5777,2025-06-07 00:35:07,89.5,69.7,61.6,True
CAM-5320,2025-06-03 17:43:09,28.5,52.5,25.5,True
RSU-2412,2025-06-02 10:15:37,41.0,22.9,84.3,True
VMS-5226,2025-06-06 19:40:45,16.2,94.4,25.7,True
VMS-3279,2025-06-03 19:58:34,75.3,74.3,48.0,True
SEN-7909,2025-06-06 18:30:26,17.3,77.1,52.8,True
DEV-9259,2025-06-05 15:55:19,34.9,67.7,48.9,True
CAM-8906,2025-06-07 05:13:03,26.1,85.0,69.3,True
SEN-6121,2025-06-02 18:14:13,29.0,49.8,30.4,True
VMS-9055,2025-06-02 04:31:18,61.9,79.3,81.5,True
RSU-2412,2025-06-04 12:40:35,16.9,17.0,70.7,True
SEN-7909,2025-06-06 07:05:40,70.6,37.1,60.9,True
RSU-6684,2025-06-04 07:10:30,36.7,79.9,68.6,True
DEV-3696,2025-06-01 07:04:04,62.5,26.1,64.9,True
SEN-9113,2025-06-03 18:39:09,87.2,54.6,79.7,True
CAM-5320,2025-06-02 17:15:05,76.1,53.7,59.9,True
VMS-2566,2025-06-03 11:53:04,53.2,18.8,73.9,True
CAM-5720,2025-06-06 07:11:52,36.3,65.3,70.2,True
DEV-5777,2025-06-01 08:22:30,31.3,75.8,62.9,True
RSU-4083,2025-06-01 07:08:07,47.2,12.0,36.1,True
VMS-3279,2025-06-07 20:32:23,18.5,62.3,67.3,True
DEV-3696,2025-06-01 13:28:54,38.4,71.1,58.5,True
RSU-1640,2025-06-06 18:16:14,47.8,24.6,50.7,True
RSU-1640,2025-06-04 08:04:41,32.6,57.7,82.5,True
CAM-5094,2025-06-03 08:38:19,33.2,77.4,47.9,False
SEN-7909,2025-06-03 06:24:39,47.5,67.6,56.2,True
SEN-9448,2025-06-05 04:58:55,60.0,21.8,76.9,True
CAM-3584,2025-06-04 18:15:28,56.7,64.0,27.9,True
CAM-3584,2025-06-05 22:14:50,21.8,20.0,60.1,True
SEN-6121,2025-06-01 22:26:34,74.8,80.6,49.2,True
RSU-2876,2025-06-02 10:09:21,29.6,20.0,58.1,False
CAM-5320,2025-06-04 08:49:36,88.6,35.4,36.0,True
RSU-4083,2025-06-02 18:26:25,5.7,59.5,35.1,True
VMS-2566,2025-06-06 14:57:15,43.2,85.8,38.5,False
RSU-4083,2025-06-01 07:07:19,75.9,78.4,42.1,True
CAM-9540,2025-06-04 09:03:03,55.3,90.4,59.9,False
CAM-3584,2025-06-06 11:25:55,45.7,17.1,43.3,True
VMS-7793,2025-06-05 10:52:13,53.9,34.4,56.8,True
SEN-9448,2025-06-03 08:52:46,46.1,82.0,51.4,True
SEN-9219,2025-06-05 09:04:09,93.8,11.4,31.6,True
VMS-5226,2025-06-07 18:13:22,7.2,41.1,32.8,True
VMS-9485,2025-06-04 08:13:53,74.2,30.3,81.3,True
DEV-9259,2025-06-03 09:24:48,90.3,89.6,58.1,True
VMS-5226,2025-06-04 07:07:31,91.6,61.0,77.3,True
VMS-2566,2025-06-06 08:48:30,57.4,77.2,77.6,True
VMS-6450,2025-06-07 18:36:15,48.6,76.7,44.6,True
VMS-9485,2025-06-06 15:08:22,74.2,29.2,40.3,True
RSU-1640,2025-06-03 15:43:28,21.7,17.4,33.9,True
SEN-9219,2025-06-03 20:05:59,79.4,70.8,72.7,True
VMS-2566,2025-06-02 20:50:03,15.9,80.0,63.3,True
VMS-9055,2025-06-06 09:00:54,21.3,58.5,45.2,True
SEN-9113,2025-06-02 16:21:42,72.2,60.3,57.9,True
RSU-4083,2025-06-05 15:16:12,87.3,54.3,60.1,True
SEN-7909,2025-06-01 12:34:03,24.5,41.2,56.8,True
SEN-8721,2025-06-02 09:34:33,20.2,48.0,80.5,True
SEN-8721,2025-06-07 14:13:09,8.0,82.0,71.8,True
SEN-6121,2025-06-02 00:36:40,64.4,51.8,27.5,True
CAM-8906,2025-06-05 22:55:32,11.9,28.4,28.1,True
SEN-6121,2025-06-01 14:57:00,93.6,68.9,72.2,True
CAM-8906,2025-06-02 06:05:31,13.4,91.6,84.8,True
VMS-9485,2025-06-06 04:06:48,83.2,85.6,52.2,True
VMS-6450,2025-06-06 08:32:30,42.4,61.8,83.3,True
CAM-5094,2025-06-04 19:11:37,88.5,50.4,29.4,True
VMS-2566,2025-06-07 07:14:59,25.3,47.3,79.3,True
CAM-5720,2025-06-06 19:12:11,78.4,77.5,62.5,True
DEV-5777,2025-06-07 10:53:15,9.7,45.4,25.4,True
VMS-7793,2025-06-04 06:47:09,56.6,91.8,32.2,True
VMS-3279,2025-06-01 19:43:56,11.1,41.5,53.4,True
CAM-5320,2025-06-01 03:45:32,70.6,82.1,33.8,True
DEV-5141,2025-06-01 08:11:58,26.5,82.0,77.8,True
SEN-6121,2025-06-06 11:23:34,26.5,87.8,31.4,True
RSU-6684,2025-06-01 07:03:51,6.5,73.1,40.9,True
RSU-6684,2025-06-07 19:56:33,60.8,12.6,78.5,True
CAM-9540,2025-06-01 08:12:10,47.0,24.9,28.4,True
DEV-9259,2025-06-07 18:31:53,48.7,44.7,66.4,True
SEN-9219,2025-06-02 18:01:31,82.9,45.6,37.5,True
CAM-5320,2025-06-06 17:36:56,61.9,23.1,36.9,True
VMS-7793,2025-06-01 06:13:27,45.8,19.9,84.5,False
RSU-4083,2025-06-06 07:46:39,25.8,42.9,27.2,True
CAM-8906,2025-06-06 08:05:22,43.1,33.6,63.6,True
CAM-9540,2025-06-03 07:44:38,13.3,64.5,45.5,True
VMS-5226,2025-06-04 18:49:11,14.3,75.2,55.4,True
SEN-9219,2025-06-04 17:52:24,16.1,28.4,50.6,True
VMS-7793,2025-06-04 06:54:52,14.5,54.2,64.7,False
DEV-3696,2025-06-04 19:09:20,13.4,35.1,41.3,True
CAM-5720,2025-06-04 17:29:44,32.3,50.3,62.3,True
DEV-5777,2025-06-03 05:21:04,7.4,82.8,30.3,True
RSU-6684,2025-06-04 07:54:02,61.3,66.7,32.8,True
RSU-1640,2025-06-05 18:07:25,51.4,30.0,36.1,True
CAM-5320,2025-06-01 05:58:07,78.2,83.5,74.1,True
VMS-6450,2025-06-02 07:51:32,68.6,35.7,84.6,True
RSU-4083,2025-06-01 18:57:27,88.5,22.8,38.9,True
RSU-9703,2025-06-07 23:32:25,77.9,81.1,37.3,True
RSU-4083,2025-06-02 19:49:25,31.7,86.4,38.8,True
CAM-5320,2025-06-01 11:08:52,44.3,94.4,29.6,True
DEV-5777,2025-06-06 17:24:42,56.5,29.5,25.6,True
RSU-6684,2025-06-05 07:56:00,56.0,45.2,36.5,True
VMS-2566,2025-06-05 13:01:20,13.0,25.1,43.3,True
VMS-9055,2025-06-06 09:04:11,26.0,73.7,47.8,True
DEV-3696,2025-06-05 12:29:30,91.7,49.9,59.5,True
SEN-9113,2025-06-07 14:42:22,79.0,70.2,49.3,True
VMS-4540,2025-06-04 16:40:53,89.6,61.7,60.4,True
VMS-9485,2025-06-07 17:49:15,55.8,51.5,48.0,True
VMS-9485,2025-06-05 21:58:49,30.1,31.0,78.8,True
CAM-9540,2025-06-06 08:55:09,45.8,49.9,37.5,True
VMS-9055,2025-06-04 07:50:38,14.0,38.1,60.2,True
VMS-9055,2025-06-07 17:30:40,66.7,31.7,34.9,True
SEN-7909,2025-06-02 17:52:35,85.3,23.7,29.0,True
RSU-1640,2025-06-05 18:28:27,88.1,24.3,66.7,True
CAM-3584,2025-06-06 08:45:56,72.9,87.2,25.7,True
RSU-2876,2025-06-03 07:19:50,74.1,28.3,51.1,True
DEV-5777,2025-06-04 08:57:09,33.9,50.7,49.6,True
CAM-5094,2025-06-04 05:14:58,92.8,22.3,25.8,True
DEV-3696,2025-06-06 17:06:21,90.1,82.9,57.6,True
RSU-4083,2025-06-05 14:28:26,46.9,25.8,30.2,False
DEV-9259,2025-06-02 17:15:30,62.3,21.5,74.3,True
DEV-5777,2025-06-05 08:40:59,17.8,41.5,32.9,True
VMS-9485,2025-06-01 06:35:32,46.6,27.3,68.8,True
RSU-2412,2025-06-07 06:32:30,10.8,63.1,80.7,True
DEV-5777,2025-06-03 17:54:20,62.5,10.2,32.3,True
RSU-2412,2025-06-06 17:32:21,83.9,78.9,30.1,True
VMS-6450,2025-06-07 07:43:15,89.7,15.0,80.0,True
CAM-9540,2025-06-01 16:20:09,47.5,78.2,63.4,True
DEV-3696,2025-06-01 15:33:36,35.2,52.7,26.8,False
DEV-5777,2025-06-03 07:22:15,57.2,45.8,82.8,True
SEN-8721,2025-06-04 07:55:43,54.7,64.7,55.7,True
VMS-2566,2025-06-07 06:06:41,9.5,85.0,30.6,True
VMS-9055,2025-06-01 17:53:35,12.3,89.2,26.1,True
DEV-3696,2025-06-06 05:11:21,8.9,91.8,52.4,True
CAM-5094,2025-06-04 17:47:23,66.9,10.1,78.6,True
CAM-5320,2025-06-07 23:19:45,45.1,26.8,68.8,True
VMS-9485,2025-06-01 19:35:34,50.0,13.8,50.0,True
CAM-3584,2025-06-02 00:47:02,91.0,12.0,66.3,True
RSU-9703,2025-06-07 19:33:03,23.6,29.4,39.7,True
DEV-3696,2025-06-04 17:47:45,65.1,53.3,73.5,True
DEV-5777,2025-06-01 07:32:17,44.3,24.0,74.9,True
SEN-9448,2025-06-04 06:37:03,50.5,51.3,51.8,True
RSU-1640,2025-06-01 15:42:39,8.4,36.6,43.3,True
VMS-2566,2025-06-01 13:07:40,26.9,71.8,53.7,True
DEV-5141,2025-06-01 17:43:18,18.9,31.5,29.8,True
CAM-5094,2025-06-01 05:18:19,78.9,82.5,61.6,True
CAM-5094,2025-06-04 19:38:45,60.6,24.7,61.5,True
VMS-9485,2025-06-04 01:34:55,31.3,30.8,81.9,True
CAM-3584,2025-06-05 07:19:03,56.7,14.2,39.4,True
VMS-9055,2025-06-03 19:29:29,22.1,51.2,57.0,True
CAM-8906,2025-06-01 09:48:26,91.4,73.5,63.9,True
SEN-7909,2025-06-04 15:39:35,61.4,33.6,60.4,True
DEV-3696,2025-06-01 15:08:51,37.7,69.0,82.5,True
CAM-5720,2025-06-05 20:33:07,51.6,33.7,33.3,True
RSU-4083,2025-06-06 19:24:03,68.5,93.4,51.2,True
SEN-6121,2025-06-06 06:06:20,23.9,25.6,45.8,True
VMS-6450,2025-06-02 18:55:25,44.6,24.6,37.1,True
CAM-5320,2025-06-06 13:09:34,28.2,78.7,51.1,True
RSU-1640,2025-06-04 16:38:11,79.4,64.9,42.0,True
VMS-4540,2025-06-04 08:26:33,48.9,89.0,68.3,True
SEN-7909,2025-06-06 18:03:31,70.5,78.2,30.8,True
VMS-7793,2025-06-04 18:21:31,51.8,76.3,25.5,True
CAM-5720,2025-06-03 18:05:36,92.4,31.4,78.2,True
CAM-8906,2025-06-05 13:49:59,76.7,93.2,34.6,True
SEN-7909,2025-06-02 21:09:56,62.9,32.9,62.6,True
RSU-6684,2025-06-01 07:11:11,66.5,29.4,46.2,True
DEV-9259,2025-06-03 08:43:49,40.7,65.6,60.6,True
VMS-3279,2025-06-04 07:50:54,46.0,53.6,67.0,True
RSU-2412,2025-06-06 08:50:55,89.9,82.5,59.0,True
SEN-9113,2025-06-07 13:08:33,41.5,27.7,36.5,True
VMS-7793,2025-06-04 17:31:35,34.8,73.7,33.1,True
RSU-2412,2025-06-01 14:03:00,57.1,58.3,42.0,True
VMS-2566,2025-06-07 07:04:24,20.1,21.7,44.7,True
CAM-8906,2025-06-02 11:17:35,63.5,80.9,26.2,True
SEN-6121,2025-06-02 08:53:30,79.3,69.5,83.8,True
SEN-6121,2025-06-04 07:55:46,48.8,42.2,43.8,True
VMS-9485,2025-06-05 18:42:13,67.9,53.4,67.3,True
RSU-1640,2025-06-07 17:35:12,68.8,91.8,32.3,True
VMS-5226,2025-06-06 08:38:11,54.4,69.8,73.0,True
SEN-9448,2025-06-02 07:42:11,32.9,74.8,66.8,True
VMS-5226,2025-06-02 22:59:28,51.2,87.6,40.6,True
SEN-8721,2025-06-03 08:04:46,68.3,82.0,34.9,True
DEV-5777,2025-06-03 18:15:57,24.6,20.2,65.8,True
RSU-2876,2025-06-03 06:11:39,38.7,50.5,41.4,True
VMS-6450,2025-06-06 10:28:14,30.4,62.5,55.7,True
DEV-5141,2025-06-05 01:27:11,24.5,44.7,45.8,True
RSU-4083,2025-06-07 07:57:45,70.0,47.6,84.6,True
SEN-9448,2025-06-05 11:05:17,25.3,45.3,74.3,False
CAM-5320,2025-06-01 06:40:47,34.8,56.0,74.1,True
CAM-9540,2025-06-04 13:25:54,36.7,68.1,56.4,True
SEN-6121,2025-06-06 17:15:26,87.1,62.3,80.6,True
RSU-1640,2025-06-07 17:17:55,57.3,23.3,43.1,True
VMS-7793,2025-06-04 07:50:16,93.6,18.4,38.4,True
DEV-9259,2025-06-04 13:49:13,92.8,89.3,53.9,True
DEV-5141,2025-06-02 18:03:43,60.8,64.3,44.3,True
RSU-2876,2025-06-01 22:17:13,52.7,70.9,56.3,True
VMS-7793,2025-06-02 16:31:24,11.2,10.9,47.1,True
RSU-4083,2025-06-01 17:23:41,75.7,61.2,53.9,True
VMS-6450,2025-06-02 16:38:04,7.6,36.4,80.1,True
DEV-3696,2025-06-03 19:10:19,52.1,12.5,26.7,True
VMS-2566,2025-06-05 19:01:36,17.5,92.2,41.4,True
RSU-6684,2025-06-07 15:41:51,19.0,86.4,59.9,True
VMS-6450,2025-06-01 09:20:36,42.1,29.8,28.3,True
VMS-7793,2025-06-01 19:58:59,24.8,92.6,31.4,True
RSU-4083,2025-06-06 22:20:15,27.7,82.9,44.0,True
CAM-3584,2025-06-02 08:42:43,39.4,64.4,67.4,True
VMS-9485,2025-06-04 00:53:12,26.8,67.3,73.0,True
VMS-6450,2025-06-02 17:25:14,85.9,49.0,78.8,True
DEV-9259,2025-06-07 08:52:43,51.6,19.0,37.0,True
VMS-4540,2025-06-05 19:28:04,46.4,54.5,84.0,True
RSU-2876,2025-06-02 18:06:44,8.9,20.4,49.7,True
DEV-5777,2025-06-04 19:59:49,40.7,53.4,55.1,False
RSU-2876,2025-06-07 15:00:53,68.8,37.8,71.2,True
DEV-3696,2025-06-03 08:58:46,81.2,82.9,34.6,True
CAM-5720,2025-06-06 07:53:08,94.0,39.3,55.2,True
CAM-8906,2025-06-03 22:46:24,80.8,53.9,49.8,True
RSU-2876,2025-06-05 18:08:11,64.5,31.7,30.8,True
DEV-5777,2025-06-01 10:18:15,6.4,30.2,66.1,True
VMS-3279,2025-06-06 14:09:55,85.0,65.0,40.4,True
DEV-3696,2025-06-05 21:41:24,82.3,69.8,53.9,True
CAM-5720,2025-06-05 21:32:54,39.3,65.1,63.1,True
DEV-5141,2025-06-06 06:18:35,50.6,69.5,43.6,True
CAM-8906,2025-06-02 11:45:27,36.3,18.2,28.4,True
VMS-9055,2025-06-05 08:32:17,43.0,59.2,76.2,True
VMS-9055,2025-06-05 16:44:04,54.8,87.2,60.4,True
CAM-3584,2025-06-07 08:09:58,33.8,92.7,68.6,True
VMS-6450,2025-06-05 02:19:24,70.8,59.7,25.7,False
RSU-1640,2025-06-04 14:24:16,12.3,28.3,77.2,True
CAM-5720,2025-06-03 14:12:24,87.1,17.3,77.7,True
CAM-9540,2025-06-02 07:16:46,85.5,87.3,55.8,True
VMS-9055,2025-06-05 18:03:47,87.4,45.5,26.3,True
CAM-8906,2025-06-04 09:48:57,34.9,76.6,34.3,True
CAM-5720,2025-06-04 08:49:02,50.8,15.4,42.2,True
VMS-2566,2025-06-05 18:46:24,19.8,74.6,43.3,True
DEV-3696,2025-06-01 17:18:50,25.5,47.9,51.3,True
RSU-4083,2025-06-01 06:53:31,65.3,67.8,36.0,True
SEN-9448,2025-06-02 07:19:09,72.2,15.2,68.8,True
SEN-9219,2025-06-02 08:04:26,38.6,55.6,37.3,True
DEV-9259,2025-06-07 17:56:03,60.4,92.2,39.7,True
DEV-9259,2025-06-03 06:51:49,82.7,51.3,39.9,True
DEV-5777,2025-06-03 18:51:57,83.5,14.6,65.6,True
VMS-2566,2025-06-01 18:43:06,28.2,39.6,56.6,True
RSU-6684,2025-06-07 17:09:52,43.6,15.6,41.9,True
RSU-4083,2025-06-03 18:15:59,92.1,86.2,67.9,True
VMS-7793,2025-06-01 02:11:22,42.0,27.0,44.3,True
VMS-5226,2025-06-07 12:41:15,11.6,80.1,47.3,True
SEN-8721,2025-06-07 23:52:20,54.9,63.5,40.7,True
CAM-3584,2025-06-07 14:27:01,91.2,44.4,78.3,True
VMS-6450,2025-06-03 19:16:21,36.3,72.0,76.5,True
SEN-9448,2025-06-03 13:53:22,71.7,33.4,68.1,False
VMS-6450,2025-06-04 17:19:14,33.1,33.4,61.2,True
SEN-6121,2025-06-05 17:59:27,5.4,49.3,37.2,True
SEN-6121,2025-06-03 18:57:40,5.9,81.7,36.8,True
VMS-9485,2025-06-05 06:03:40,36.0,12.1,36.1,True
SEN-9219,2025-06-01 21:32:44,67.3,94.0,62.6,True
CAM-5320,2025-06-03 06:23:39,55.6,49.9,48.3,True
SEN-9448,2025-06-01 06:13:04,11.7,43.7,84.2,True
DEV-3696,2025-06-06 21:27:41,94.7,47.2,42.5,True
VMS-2566,2025-06-04 15:02:51,42.4,59.5,25.8,True
SEN-9113,2025-06-01 18:43:14,76.7,40.5,40.4,True
RSU-6684,2025-06-05 12:20:01,9.5,30.5,35.0,True
CAM-3584,2025-06-07 22:10:42,38.5,53.8,72.4,True
VMS-3279,2025-06-01 04:33:31,29.6,17.6,38.4,True
RSU-1640,2025-06-01 06:50:56,11.9,22.6,35.5,True
SEN-7909,2025-06-06 17:10:56,6.5,33.5,76.1,True
RSU-1640,2025-06-07 11:39:02,78.1,26.4,40.0,True
CAM-3584,2025-06-01 08:38:20,74.0,74.7,35.7,True
VMS-9055,2025-06-03 06:20:26,39.1,40.7,36.7,True
SEN-8721,2025-06-05 18:06:51,84.8,61.8,32.4,True
RSU-1640,2025-06-01 07:31:10,41.6,80.9,83.8,True
CAM-9540,2025-06-05 13:28:56,11.3,70.4,49.9,True
CAM-5720,2025-06-01 07:37:54,31.0,55.8,43.2,True
CAM-5094,2025-06-07 18:52:31,34.7,50.1,43.9,True
VMS-9485,2025-06-06 15:04:48,17.6,48.4,64.3,True
SEN-9113,2025-06-01 06:33:07,46.8,83.5,73.0,True
SEN-6121,2025-06-06 10:58:09,72.7,41.6,57.6,True
VMS-9055,2025-06-06 22:29:34,17.6,38.3,45.9,True
VMS-4540,2025-06-01 18:01:22,44.0,42.2,32.9,True
SEN-7909,2025-06-04 17:31:29,66.2,92.0,72.8,True
DEV-5777,2025-06-02 08:33:17,30.0,21.6,37.0,True
CAM-8906,2025-06-01 07:52:56,66.1,54.3,54.1,True
VMS-5226,2025-06-06 09:09:50,91.8,17.3,60.8,True
CAM-5720,2025-06-05 10:45:53,29.0,70.8,52.2,True
VMS-5226,2025-06-06 08:47:54,48.6,13.2,56.9,True
RSU-9703,2025-06-07 06:01:57,69.6,46.8,46.6,True
VMS-6450,2025-06-07 06:42:44,76.0,23.8,74.6,True
