device_id,alarm_time,alarm_type,alarm_level,description
SEN-9113,2025-06-02 19:55:53,数据异常,high,检测到异常数据波动，数值偏离正常范围42%
RSU-9703,2025-06-02 18:28:52,温度过高,high,设备温度达到84°C，超过正常工作温度范围
SEN-9448,2025-06-06 06:43:58,传感器失效,high,传感器A相连续5次数据采集失败
SEN-9113,2025-06-03 07:02:11,数据异常,high,检测到异常数据波动，数值偏离正常范围34%
CAM-3584,2025-06-04 06:53:48,温度过高,high,设备温度达到81°C，超过正常工作温度范围
VMS-9055,2025-06-01 08:52:12,数据异常,high,检测到异常数据波动，数值偏离正常范围22%
SEN-9219,2025-06-03 10:00:40,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
VMS-6450,2025-06-04 14:28:49,设备离线,low,设备检测到通信中断，已超过49分钟未收到心跳信号
VMS-3279,2025-06-01 08:36:34,数据异常,high,检测到异常数据波动，数值偏离正常范围35%
VMS-6450,2025-06-07 17:00:40,传感器失效,high,传感器B相连续8次数据采集失败
VMS-2566,2025-06-01 19:07:14,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
SEN-8721,2025-06-05 06:46:19,网络延迟,low,网络延迟达到1973ms，数据传输可能出现丢包
VMS-6450,2025-06-06 18:24:05,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
SEN-8721,2025-06-03 07:58:48,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
RSU-2876,2025-06-01 10:40:33,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
DEV-5141,2025-06-03 15:05:04,温度过高,high,设备温度达到83°C，超过正常工作温度范围
VMS-7793,2025-06-07 12:36:08,设备离线,low,设备检测到通信中断，已超过29分钟未收到心跳信号
VMS-9055,2025-06-02 08:35:41,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-3584,2025-06-06 22:08:51,网络延迟,low,网络延迟达到531ms，数据传输可能出现丢包
RSU-1640,2025-06-06 19:52:24,温度过高,high,设备温度达到72°C，超过正常工作温度范围
DEV-9259,2025-06-07 07:50:55,通讯中断,critical,与中心服务器通信中断，最后心跳时间112分钟前
VMS-6450,2025-06-02 06:35:41,内存不足,medium,内存使用率达到90%，接近物理内存上限
CAM-3584,2025-06-01 05:23:57,数据异常,high,检测到异常数据波动，数值偏离正常范围39%
VMS-2566,2025-06-01 12:35:10,传感器失效,high,传感器A相连续3次数据采集失败
CAM-3584,2025-06-05 18:59:04,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
SEN-9448,2025-06-07 15:26:28,数据异常,high,检测到异常数据波动，数值偏离正常范围20%
VMS-6450,2025-06-02 07:23:10,传感器失效,high,传感器主传感器连续7次数据采集失败
CAM-3584,2025-06-01 06:11:26,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
CAM-5320,2025-06-05 10:43:11,内存不足,medium,内存使用率达到97%，接近物理内存上限
VMS-6450,2025-06-03 17:06:51,通讯中断,critical,与中心服务器通信中断，最后心跳时间18分钟前
CAM-9540,2025-06-02 19:36:12,网络延迟,low,网络延迟达到2385ms，数据传输可能出现丢包
VMS-9055,2025-06-02 09:13:22,数据异常,high,检测到异常数据波动，数值偏离正常范围37%
RSU-6684,2025-06-01 17:17:41,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
VMS-6450,2025-06-02 07:50:01,通讯中断,critical,与中心服务器通信中断，最后心跳时间82分钟前
RSU-2876,2025-06-05 22:50:40,通讯中断,critical,与中心服务器通信中断，最后心跳时间90分钟前
VMS-5226,2025-06-04 07:39:07,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
VMS-9485,2025-06-03 07:26:13,网络延迟,low,网络延迟达到1191ms，数据传输可能出现丢包
VMS-6450,2025-06-04 20:52:50,传感器失效,high,传感器A相连续4次数据采集失败
CAM-5094,2025-06-05 08:47:01,数据异常,high,检测到异常数据波动，数值偏离正常范围33%
RSU-9703,2025-06-05 18:06:39,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
SEN-9113,2025-06-03 18:12:13,温度过高,high,设备温度达到83°C，超过正常工作温度范围
RSU-2876,2025-06-06 17:52:55,温度过高,high,设备温度达到91°C，超过正常工作温度范围
RSU-2876,2025-06-03 23:48:40,存储满,medium,磁盘使用率超过99%，存储空间即将耗尽
RSU-9703,2025-06-07 19:42:46,通讯中断,critical,与中心服务器通信中断，最后心跳时间90分钟前
SEN-6121,2025-06-06 11:12:29,网络延迟,low,网络延迟达到746ms，数据传输可能出现丢包
VMS-5226,2025-06-07 19:58:15,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
RSU-6684,2025-06-02 14:00:27,设备离线,low,设备检测到通信中断，已超过58分钟未收到心跳信号
VMS-2566,2025-06-03 08:32:32,设备离线,low,设备检测到通信中断，已超过16分钟未收到心跳信号
CAM-3584,2025-06-05 07:12:00,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
VMS-3279,2025-06-02 07:14:28,温度过高,high,设备温度达到74°C，超过正常工作温度范围
VMS-5226,2025-06-04 08:29:58,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
CAM-5320,2025-06-02 07:39:59,设备离线,low,设备检测到通信中断，已超过41分钟未收到心跳信号
SEN-8721,2025-06-04 10:00:19,数据异常,high,检测到异常数据波动，数值偏离正常范围33%
RSU-2412,2025-06-04 18:47:26,数据异常,high,检测到异常数据波动，数值偏离正常范围39%
VMS-9055,2025-06-03 11:18:45,通讯中断,critical,与中心服务器通信中断，最后心跳时间75分钟前
CAM-8906,2025-06-07 20:49:54,温度过高,high,设备温度达到88°C，超过正常工作温度范围
VMS-3279,2025-06-01 17:20:41,内存不足,medium,内存使用率达到89%，接近物理内存上限
SEN-7909,2025-06-03 07:11:53,设备离线,low,设备检测到通信中断，已超过30分钟未收到心跳信号
RSU-2876,2025-06-03 16:26:10,网络延迟,low,网络延迟达到1236ms，数据传输可能出现丢包
CAM-9540,2025-06-07 17:00:34,传感器失效,high,传感器B相连续8次数据采集失败
VMS-9485,2025-06-07 07:01:15,内存不足,medium,内存使用率达到99%，接近物理内存上限
RSU-2412,2025-06-01 13:19:39,传感器失效,high,传感器B相连续4次数据采集失败
SEN-6121,2025-06-02 00:12:54,通讯中断,critical,与中心服务器通信中断，最后心跳时间76分钟前
SEN-9219,2025-06-01 19:46:53,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
VMS-5226,2025-06-01 15:25:13,温度过高,high,设备温度达到90°C，超过正常工作温度范围
RSU-6684,2025-06-07 17:00:21,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
VMS-5226,2025-06-01 20:05:50,设备离线,low,设备检测到通信中断，已超过34分钟未收到心跳信号
SEN-9219,2025-06-06 18:59:54,通讯中断,critical,与中心服务器通信中断，最后心跳时间85分钟前
VMS-9055,2025-06-02 18:10:26,数据异常,high,检测到异常数据波动，数值偏离正常范围57%
CAM-5320,2025-06-01 06:29:10,设备离线,low,设备检测到通信中断，已超过25分钟未收到心跳信号
DEV-3696,2025-06-04 20:00:11,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
CAM-5720,2025-06-05 11:54:47,设备离线,low,设备检测到通信中断，已超过46分钟未收到心跳信号
RSU-9703,2025-06-05 14:26:45,通讯中断,critical,与中心服务器通信中断，最后心跳时间100分钟前
SEN-7909,2025-06-04 19:18:43,数据异常,high,检测到异常数据波动，数值偏离正常范围41%
CAM-9540,2025-06-05 17:44:06,传感器失效,high,传感器A相连续4次数据采集失败
CAM-5094,2025-06-02 10:39:21,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
DEV-5141,2025-06-07 06:09:45,通讯中断,critical,与中心服务器通信中断，最后心跳时间26分钟前
SEN-9448,2025-06-02 06:16:12,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
VMS-5226,2025-06-05 17:23:06,CPU过载,medium,CPU使用率持续超过97%，可能影响设备正常运行
DEV-5141,2025-06-02 04:22:22,温度过高,high,设备温度达到92°C，超过正常工作温度范围
SEN-9113,2025-06-02 18:47:04,设备离线,low,设备检测到通信中断，已超过37分钟未收到心跳信号
VMS-6450,2025-06-05 06:17:11,传感器失效,high,传感器主传感器连续8次数据采集失败
SEN-9113,2025-06-07 08:53:29,数据异常,high,检测到异常数据波动，数值偏离正常范围49%
VMS-7793,2025-06-01 12:22:22,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
VMS-9055,2025-06-03 13:06:39,内存不足,medium,内存使用率达到88%，接近物理内存上限
CAM-8906,2025-06-03 07:02:57,通讯中断,critical,与中心服务器通信中断，最后心跳时间69分钟前
RSU-6684,2025-06-06 19:00:43,存储满,medium,磁盘使用率超过87%，存储空间即将耗尽
CAM-5320,2025-06-07 07:46:27,内存不足,medium,内存使用率达到97%，接近物理内存上限
VMS-2566,2025-06-04 18:53:26,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
CAM-5720,2025-06-06 06:26:17,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
SEN-8721,2025-06-02 06:23:06,传感器失效,high,传感器主传感器连续7次数据采集失败
VMS-6450,2025-06-07 08:44:41,设备离线,low,设备检测到通信中断，已超过47分钟未收到心跳信号
CAM-5094,2025-06-01 11:22:28,内存不足,medium,内存使用率达到94%，接近物理内存上限
VMS-7793,2025-06-03 22:00:03,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
DEV-9259,2025-06-07 08:03:17,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
SEN-9448,2025-06-02 07:42:27,设备离线,low,设备检测到通信中断，已超过9分钟未收到心跳信号
DEV-5141,2025-06-01 18:51:28,数据异常,high,检测到异常数据波动，数值偏离正常范围37%
CAM-8906,2025-06-07 17:23:59,数据异常,high,检测到异常数据波动，数值偏离正常范围30%
RSU-9703,2025-06-05 14:41:02,通讯中断,critical,与中心服务器通信中断，最后心跳时间113分钟前
RSU-9703,2025-06-05 21:25:48,通讯中断,critical,与中心服务器通信中断，最后心跳时间35分钟前
CAM-9540,2025-06-07 14:56:25,通讯中断,critical,与中心服务器通信中断，最后心跳时间38分钟前
VMS-2566,2025-06-02 18:33:46,CPU过载,medium,CPU使用率持续超过85%，可能影响设备正常运行
CAM-5094,2025-06-07 00:53:40,通讯中断,critical,与中心服务器通信中断，最后心跳时间22分钟前
RSU-6684,2025-06-03 06:55:47,设备离线,low,设备检测到通信中断，已超过52分钟未收到心跳信号
RSU-4083,2025-06-04 10:26:54,通讯中断,critical,与中心服务器通信中断，最后心跳时间32分钟前
DEV-3696,2025-06-04 19:35:29,数据异常,high,检测到异常数据波动，数值偏离正常范围35%
CAM-5720,2025-06-06 08:49:21,网络延迟,low,网络延迟达到743ms，数据传输可能出现丢包
DEV-5141,2025-06-05 08:58:25,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
SEN-9219,2025-06-04 07:47:37,通讯中断,critical,与中心服务器通信中断，最后心跳时间67分钟前
RSU-9703,2025-06-03 14:37:04,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
DEV-9259,2025-06-03 08:23:14,内存不足,medium,内存使用率达到97%，接近物理内存上限
VMS-2566,2025-06-03 08:25:55,通讯中断,critical,与中心服务器通信中断，最后心跳时间62分钟前
RSU-6684,2025-06-05 07:33:17,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
RSU-4083,2025-06-06 18:36:39,传感器失效,high,传感器A相连续9次数据采集失败
SEN-8721,2025-06-01 15:49:23,传感器失效,high,传感器主传感器连续4次数据采集失败
DEV-9259,2025-06-03 19:32:29,传感器失效,high,传感器C相连续7次数据采集失败
RSU-6684,2025-06-01 17:02:37,传感器失效,high,传感器C相连续6次数据采集失败
VMS-3279,2025-06-07 18:01:28,存储满,medium,磁盘使用率超过87%，存储空间即将耗尽
RSU-4083,2025-06-06 06:10:49,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
CAM-5320,2025-06-03 15:41:13,内存不足,medium,内存使用率达到87%，接近物理内存上限
DEV-5141,2025-06-07 18:37:49,传感器失效,high,传感器主传感器连续5次数据采集失败
SEN-8721,2025-06-05 08:08:50,温度过高,high,设备温度达到81°C，超过正常工作温度范围
SEN-7909,2025-06-07 07:07:05,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
VMS-9055,2025-06-03 12:00:59,传感器失效,high,传感器B相连续5次数据采集失败
VMS-4540,2025-06-07 18:41:00,设备离线,low,设备检测到通信中断，已超过30分钟未收到心跳信号
RSU-2412,2025-06-02 11:03:26,数据异常,high,检测到异常数据波动，数值偏离正常范围38%
RSU-9703,2025-06-07 12:12:43,CPU过载,medium,CPU使用率持续超过96%，可能影响设备正常运行
SEN-6121,2025-06-01 07:03:40,传感器失效,high,传感器C相连续8次数据采集失败
DEV-5141,2025-06-07 23:01:03,CPU过载,medium,CPU使用率持续超过91%，可能影响设备正常运行
VMS-9055,2025-06-07 19:59:49,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
CAM-5320,2025-06-03 18:17:21,内存不足,medium,内存使用率达到85%，接近物理内存上限
CAM-5094,2025-06-03 07:38:48,传感器失效,high,传感器B相连续9次数据采集失败
CAM-9540,2025-06-03 17:02:59,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
DEV-5777,2025-06-03 15:42:14,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
VMS-9055,2025-06-01 08:52:25,通讯中断,critical,与中心服务器通信中断，最后心跳时间66分钟前
CAM-5094,2025-06-06 08:04:48,通讯中断,critical,与中心服务器通信中断，最后心跳时间97分钟前
CAM-8906,2025-06-05 07:57:51,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
RSU-1640,2025-06-04 22:19:12,设备离线,low,设备检测到通信中断，已超过30分钟未收到心跳信号
CAM-9540,2025-06-01 07:03:51,温度过高,high,设备温度达到82°C，超过正常工作温度范围
CAM-3584,2025-06-05 08:41:40,通讯中断,critical,与中心服务器通信中断，最后心跳时间59分钟前
SEN-9219,2025-06-06 17:22:55,温度过高,high,设备温度达到89°C，超过正常工作温度范围
CAM-5094,2025-06-05 09:50:34,传感器失效,high,传感器A相连续8次数据采集失败
VMS-6450,2025-06-06 08:26:59,数据异常,high,检测到异常数据波动，数值偏离正常范围23%
VMS-4540,2025-06-07 13:05:43,数据异常,high,检测到异常数据波动，数值偏离正常范围57%
SEN-9219,2025-06-02 17:15:45,网络延迟,low,网络延迟达到2811ms，数据传输可能出现丢包
DEV-5141,2025-06-01 20:44:34,设备离线,low,设备检测到通信中断，已超过16分钟未收到心跳信号
CAM-9540,2025-06-05 21:50:01,通讯中断,critical,与中心服务器通信中断，最后心跳时间104分钟前
SEN-9219,2025-06-06 15:35:17,CPU过载,medium,CPU使用率持续超过85%，可能影响设备正常运行
SEN-9113,2025-06-06 17:34:34,设备离线,low,设备检测到通信中断，已超过9分钟未收到心跳信号
RSU-1640,2025-06-04 17:29:57,温度过高,high,设备温度达到80°C，超过正常工作温度范围
SEN-9448,2025-06-05 17:14:50,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
DEV-5777,2025-06-06 07:12:32,设备离线,low,设备检测到通信中断，已超过57分钟未收到心跳信号
RSU-6684,2025-06-04 15:13:40,内存不足,medium,内存使用率达到99%，接近物理内存上限
CAM-3584,2025-06-07 06:59:16,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
VMS-2566,2025-06-04 08:38:06,温度过高,high,设备温度达到88°C，超过正常工作温度范围
VMS-9055,2025-06-07 00:58:21,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
SEN-9448,2025-06-03 08:35:30,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
CAM-5320,2025-06-06 17:04:49,温度过高,high,设备温度达到82°C，超过正常工作温度范围
VMS-9055,2025-06-01 18:56:47,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
SEN-9448,2025-06-04 18:32:46,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
CAM-5720,2025-06-01 07:29:30,传感器失效,high,传感器主传感器连续7次数据采集失败
RSU-9703,2025-06-04 13:24:17,设备离线,low,设备检测到通信中断，已超过23分钟未收到心跳信号
RSU-4083,2025-06-01 07:18:29,网络延迟,low,网络延迟达到1533ms，数据传输可能出现丢包
RSU-4083,2025-06-04 17:02:14,通讯中断,critical,与中心服务器通信中断，最后心跳时间63分钟前
RSU-6684,2025-06-06 17:59:05,设备离线,low,设备检测到通信中断，已超过31分钟未收到心跳信号
RSU-2876,2025-06-07 17:12:50,设备离线,low,设备检测到通信中断，已超过8分钟未收到心跳信号
DEV-3696,2025-06-04 07:31:37,数据异常,high,检测到异常数据波动，数值偏离正常范围73%
RSU-1640,2025-06-07 19:47:50,内存不足,medium,内存使用率达到99%，接近物理内存上限
VMS-3279,2025-06-04 23:47:59,通讯中断,critical,与中心服务器通信中断，最后心跳时间92分钟前
DEV-5777,2025-06-06 07:36:35,传感器失效,high,传感器B相连续10次数据采集失败
SEN-7909,2025-06-02 17:24:18,温度过高,high,设备温度达到75°C，超过正常工作温度范围
VMS-7793,2025-06-05 19:54:44,传感器失效,high,传感器C相连续4次数据采集失败
SEN-8721,2025-06-07 14:40:32,网络延迟,low,网络延迟达到2120ms，数据传输可能出现丢包
CAM-9540,2025-06-07 16:56:20,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
SEN-7909,2025-06-04 06:37:36,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
RSU-2876,2025-06-06 17:38:03,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
RSU-1640,2025-06-01 16:11:29,设备离线,low,设备检测到通信中断，已超过38分钟未收到心跳信号
DEV-9259,2025-06-07 08:22:04,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
RSU-1640,2025-06-02 17:09:23,通讯中断,critical,与中心服务器通信中断，最后心跳时间72分钟前
RSU-9703,2025-06-01 06:39:20,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
RSU-1640,2025-06-07 06:40:12,传感器失效,high,传感器A相连续5次数据采集失败
RSU-2876,2025-06-06 15:19:25,数据异常,high,检测到异常数据波动，数值偏离正常范围76%
CAM-5094,2025-06-03 19:35:25,温度过高,high,设备温度达到93°C，超过正常工作温度范围
RSU-9703,2025-06-07 17:13:28,网络延迟,low,网络延迟达到679ms，数据传输可能出现丢包
CAM-8906,2025-06-01 18:08:49,设备离线,low,设备检测到通信中断，已超过22分钟未收到心跳信号
SEN-9113,2025-06-02 17:13:21,通讯中断,critical,与中心服务器通信中断，最后心跳时间102分钟前
VMS-5226,2025-06-02 17:02:10,存储满,medium,磁盘使用率超过91%，存储空间即将耗尽
VMS-9055,2025-06-01 05:46:15,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
CAM-3584,2025-06-06 18:31:38,内存不足,medium,内存使用率达到94%，接近物理内存上限
SEN-9113,2025-06-03 19:25:59,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
VMS-9485,2025-06-01 07:12:01,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
VMS-5226,2025-06-05 17:07:01,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
VMS-9485,2025-06-02 08:38:14,网络延迟,low,网络延迟达到676ms，数据传输可能出现丢包
VMS-4540,2025-06-03 13:35:07,内存不足,medium,内存使用率达到86%，接近物理内存上限
VMS-9055,2025-06-07 16:49:10,存储满,medium,磁盘使用率超过86%，存储空间即将耗尽
RSU-2412,2025-06-01 17:47:35,传感器失效,high,传感器C相连续10次数据采集失败
RSU-2876,2025-06-04 07:21:45,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
SEN-9448,2025-06-06 18:19:58,设备离线,low,设备检测到通信中断，已超过22分钟未收到心跳信号
CAM-9540,2025-06-06 18:53:23,内存不足,medium,内存使用率达到96%，接近物理内存上限
VMS-2566,2025-06-06 06:36:36,温度过高,high,设备温度达到90°C，超过正常工作温度范围
RSU-1640,2025-06-04 18:09:12,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
RSU-2876,2025-06-04 01:31:55,内存不足,medium,内存使用率达到96%，接近物理内存上限
SEN-9219,2025-06-02 16:26:17,设备离线,low,设备检测到通信中断，已超过56分钟未收到心跳信号
RSU-6684,2025-06-03 18:35:14,设备离线,low,设备检测到通信中断，已超过15分钟未收到心跳信号
SEN-9448,2025-06-01 21:33:50,传感器失效,high,传感器A相连续3次数据采集失败
SEN-7909,2025-06-05 15:54:42,设备离线,low,设备检测到通信中断，已超过10分钟未收到心跳信号
VMS-4540,2025-06-04 07:57:40,温度过高,high,设备温度达到87°C，超过正常工作温度范围
VMS-9055,2025-06-04 14:01:07,传感器失效,high,传感器A相连续6次数据采集失败
VMS-9055,2025-06-06 06:22:55,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
CAM-3584,2025-06-03 18:31:49,传感器失效,high,传感器主传感器连续9次数据采集失败
VMS-9485,2025-06-03 12:26:00,数据异常,high,检测到异常数据波动，数值偏离正常范围33%
RSU-6684,2025-06-03 20:44:39,数据异常,high,检测到异常数据波动，数值偏离正常范围76%
RSU-2876,2025-06-06 12:52:59,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
RSU-9703,2025-06-03 09:58:18,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-9485,2025-06-07 09:55:01,温度过高,high,设备温度达到74°C，超过正常工作温度范围
DEV-5777,2025-06-04 18:06:36,设备离线,low,设备检测到通信中断，已超过8分钟未收到心跳信号
CAM-5320,2025-06-05 07:10:07,网络延迟,low,网络延迟达到2247ms，数据传输可能出现丢包
SEN-6121,2025-06-04 08:58:35,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
RSU-2876,2025-06-06 20:31:51,通讯中断,critical,与中心服务器通信中断，最后心跳时间64分钟前
RSU-9703,2025-06-04 11:52:06,通讯中断,critical,与中心服务器通信中断，最后心跳时间18分钟前
VMS-9485,2025-06-07 07:40:52,网络延迟,low,网络延迟达到1874ms，数据传输可能出现丢包
CAM-5720,2025-06-07 17:56:16,温度过高,high,设备温度达到87°C，超过正常工作温度范围
VMS-7793,2025-06-02 07:40:49,传感器失效,high,传感器主传感器连续9次数据采集失败
CAM-5094,2025-06-04 16:01:46,网络延迟,low,网络延迟达到1990ms，数据传输可能出现丢包
CAM-5720,2025-06-02 17:35:01,传感器失效,high,传感器A相连续9次数据采集失败
SEN-6121,2025-06-02 20:17:57,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
CAM-8906,2025-06-04 05:56:03,网络延迟,low,网络延迟达到1221ms，数据传输可能出现丢包
CAM-8906,2025-06-04 18:39:40,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
VMS-3279,2025-06-01 08:38:28,数据异常,high,检测到异常数据波动，数值偏离正常范围34%
VMS-9485,2025-06-03 08:32:01,温度过高,high,设备温度达到81°C，超过正常工作温度范围
CAM-3584,2025-06-06 08:45:02,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
DEV-3696,2025-06-04 15:25:40,内存不足,medium,内存使用率达到94%，接近物理内存上限
SEN-7909,2025-06-01 08:05:18,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
VMS-4540,2025-06-01 17:21:16,温度过高,high,设备温度达到75°C，超过正常工作温度范围
SEN-6121,2025-06-06 18:40:27,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
RSU-9703,2025-06-01 15:45:29,通讯中断,critical,与中心服务器通信中断，最后心跳时间40分钟前
RSU-6684,2025-06-06 07:37:03,设备离线,low,设备检测到通信中断，已超过29分钟未收到心跳信号
RSU-1640,2025-06-06 03:36:43,通讯中断,critical,与中心服务器通信中断，最后心跳时间61分钟前
VMS-5226,2025-06-07 08:49:50,内存不足,medium,内存使用率达到96%，接近物理内存上限
CAM-8906,2025-06-01 09:02:10,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
SEN-9448,2025-06-07 16:19:14,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
VMS-4540,2025-06-04 17:50:29,通讯中断,critical,与中心服务器通信中断，最后心跳时间109分钟前
CAM-3584,2025-06-04 18:27:20,网络延迟,low,网络延迟达到1906ms，数据传输可能出现丢包
CAM-3584,2025-06-03 16:54:45,温度过高,high,设备温度达到87°C，超过正常工作温度范围
VMS-2566,2025-06-07 08:45:34,通讯中断,critical,与中心服务器通信中断，最后心跳时间32分钟前
CAM-9540,2025-06-01 05:45:58,传感器失效,high,传感器A相连续3次数据采集失败
RSU-2876,2025-06-07 18:15:57,CPU过载,medium,CPU使用率持续超过85%，可能影响设备正常运行
VMS-9055,2025-06-04 05:23:50,通讯中断,critical,与中心服务器通信中断，最后心跳时间76分钟前
VMS-3279,2025-06-07 18:37:44,数据异常,high,检测到异常数据波动，数值偏离正常范围80%
SEN-8721,2025-06-03 17:16:17,传感器失效,high,传感器C相连续9次数据采集失败
RSU-2412,2025-06-03 06:35:21,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
DEV-5777,2025-06-02 16:43:05,温度过高,high,设备温度达到79°C，超过正常工作温度范围
VMS-5226,2025-06-05 07:36:57,内存不足,medium,内存使用率达到96%，接近物理内存上限
RSU-4083,2025-06-01 06:59:54,内存不足,medium,内存使用率达到89%，接近物理内存上限
RSU-4083,2025-06-06 19:53:55,网络延迟,low,网络延迟达到1677ms，数据传输可能出现丢包
SEN-7909,2025-06-07 17:01:05,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
DEV-5141,2025-06-03 19:22:40,内存不足,medium,内存使用率达到93%，接近物理内存上限
SEN-9448,2025-06-06 08:13:56,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
VMS-5226,2025-06-01 14:36:42,CPU过载,medium,CPU使用率持续超过97%，可能影响设备正常运行
RSU-2876,2025-06-01 05:30:14,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
VMS-6450,2025-06-03 08:48:21,温度过高,high,设备温度达到92°C，超过正常工作温度范围
SEN-7909,2025-06-05 08:45:55,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
VMS-5226,2025-06-05 17:40:04,数据异常,high,检测到异常数据波动，数值偏离正常范围24%
DEV-5777,2025-06-03 10:31:00,设备离线,low,设备检测到通信中断，已超过27分钟未收到心跳信号
SEN-7909,2025-06-04 20:52:36,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
VMS-7793,2025-06-04 18:22:45,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-2566,2025-06-03 10:48:27,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
RSU-2412,2025-06-04 08:32:22,内存不足,medium,内存使用率达到85%，接近物理内存上限
RSU-6684,2025-06-02 06:45:04,网络延迟,low,网络延迟达到743ms，数据传输可能出现丢包
CAM-5320,2025-06-03 15:56:35,通讯中断,critical,与中心服务器通信中断，最后心跳时间31分钟前
CAM-3584,2025-06-04 20:31:34,传感器失效,high,传感器A相连续8次数据采集失败
VMS-4540,2025-06-05 06:22:33,数据异常,high,检测到异常数据波动，数值偏离正常范围78%
DEV-3696,2025-06-03 18:18:39,温度过高,high,设备温度达到83°C，超过正常工作温度范围
CAM-8906,2025-06-05 19:08:21,通讯中断,critical,与中心服务器通信中断，最后心跳时间36分钟前
CAM-8906,2025-06-07 08:52:44,传感器失效,high,传感器B相连续4次数据采集失败
CAM-5094,2025-06-07 12:06:11,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
RSU-4083,2025-06-03 09:32:29,传感器失效,high,传感器B相连续7次数据采集失败
VMS-6450,2025-06-02 08:50:57,存储满,medium,磁盘使用率超过99%，存储空间即将耗尽
SEN-9219,2025-06-02 06:06:26,通讯中断,critical,与中心服务器通信中断，最后心跳时间14分钟前
