road_id,plate,pass_time,speed_kmh,vehicle_type,lane_no
RD-15488,川B36269,2025-06-04 17:14:53,40,truck,2
RD-13357,藏Z93839,2025-06-03 17:15:42,18,truck,3
RD-76046,川U37138,2025-06-01 18:47:47,48,truck,4
RD-28356,鄂L78447,2025-06-01 09:29:06,45,motorcycle,3
RD-42510,闽K16540,2025-06-05 18:26:09,29,bus,1
RD-65194,鄂Y52875,2025-06-06 10:15:09,53,car,4
RD-76046,苏R45376,2025-06-04 13:25:25,107,car,4
RD-10255,藏R29091,2025-06-05 10:05:17,92,car,4
RD-41935,渝R75103,2025-06-02 20:05:33,51,car,4
RD-59012,津P64084,2025-06-07 06:25:43,97,motorcycle,1
RD-50199,豫C23651,2025-06-03 13:59:47,107,truck,1
RD-75458,苏J52383,2025-06-06 18:17:37,47,bus,4
RD-65814,辽C66950,2025-06-02 04:57:08,80,car,1
RD-65194,川U37138,2025-06-01 04:56:48,50,truck,2
RD-73274,鲁Z76351,2025-06-04 06:19:56,46,car,2
RD-50199,浙V28890,2025-06-05 13:07:11,108,car,4
RD-59752,吉F83362,2025-06-05 22:00:00,89,truck,2
RD-10255,川U37138,2025-06-01 08:28:00,33,car,4
RD-89613,新U62318,2025-06-01 12:28:14,120,truck,1
RD-10255,新N95079,2025-06-03 16:31:12,117,car,1
RD-68049,沪C79852,2025-06-07 19:30:59,50,motorcycle,2
RD-10255,黑J68298,2025-06-03 21:53:46,97,car,1
RD-51757,苏C93737,2025-06-04 07:15:23,47,truck,3
RD-50204,皖V00041,2025-06-01 05:21:30,118,truck,1
RD-92582,津A48430,2025-06-07 06:50:21,70,truck,2
RD-92582,闽Y48211,2025-06-04 06:30:38,43,motorcycle,1
RD-59045,赣B94002,2025-06-04 07:02:38,43,motorcycle,2
RD-42510,晋Y81799,2025-06-06 19:26:19,56,truck,4
RD-11106,藏R29091,2025-06-04 20:10:14,58,car,4
RD-89613,吉W86981,2025-06-04 08:08:05,51,car,3
RD-50204,陕B97365,2025-06-03 19:53:35,112,bus,1
RD-37171,陕E43483,2025-06-02 20:09:48,102,truck,2
RD-29468,桂U75373,2025-06-05 15:12:16,81,truck,2
RD-92869,甘A25897,2025-06-01 18:40:13,37,car,3
RD-51757,晋Y81799,2025-06-02 21:58:24,52,bus,3
RD-15488,鲁Z76351,2025-06-05 22:23:31,93,truck,4
RD-92869,粤E45931,2025-06-01 18:23:26,42,motorcycle,1
RD-94800,沪M06244,2025-06-05 20:10:11,82,motorcycle,2
RD-92582,辽T06233,2025-06-05 18:00:32,21,motorcycle,4
RD-80345,陕U43302,2025-06-04 13:30:43,120,motorcycle,4
RD-17303,苏R45376,2025-06-05 19:56:41,78,motorcycle,3
RD-32096,蒙T28800,2025-06-06 18:41:42,26,car,1
RD-70214,琼S50287,2025-06-07 06:54:09,42,motorcycle,3
RD-80345,鄂L78447,2025-06-06 02:06:38,48,bus,1
RD-59045,渝R27701,2025-06-05 03:39:15,111,truck,4
RD-59852,辽K28099,2025-06-07 08:28:27,21,motorcycle,2
RD-42510,沪C83080,2025-06-07 20:26:45,47,truck,4
RD-14705,宁K34651,2025-06-03 17:34:49,40,car,3
RD-59852,皖A42632,2025-06-07 08:27:48,29,motorcycle,1
RD-89613,鲁P57236,2025-06-03 01:37:19,71,bus,1
RD-50199,鄂C15661,2025-06-07 18:12:09,26,truck,4
RD-50199,青V56332,2025-06-02 17:32:33,50,bus,2
RD-77987,蒙T28800,2025-06-06 19:50:39,76,motorcycle,2
RD-50199,贵D89799,2025-06-06 21:56:21,120,car,2
RD-68269,藏R29091,2025-06-02 18:42:52,55,car,4
RD-92582,琼S74190,2025-06-06 08:36:08,27,motorcycle,1
RD-19332,赣B44819,2025-06-07 22:59:22,60,motorcycle,4
RD-13357,皖H54415,2025-06-03 18:49:22,28,car,1
RD-89613,新U62318,2025-06-01 10:49:27,41,bus,1
RD-68269,皖D18985,2025-06-06 18:52:29,26,motorcycle,3
RD-50199,京U34783,2025-06-01 11:45:01,84,car,4
RD-94800,沪H73202,2025-06-06 18:01:10,22,truck,3
RD-29468,津N08122,2025-06-05 19:23:57,114,bus,1
RD-15488,闽N73620,2025-06-06 08:01:53,50,motorcycle,1
RD-32096,皖D18985,2025-06-07 11:55:53,55,car,3
RD-37171,皖M80974,2025-06-01 17:42:02,23,truck,2
RD-12077,青X53906,2025-06-02 18:03:43,52,truck,3
RD-73274,沪P70263,2025-06-02 18:15:34,19,motorcycle,3
RD-10255,豫F11936,2025-06-07 08:05:21,18,bus,2
RD-47857,晋Y81799,2025-06-06 07:18:38,25,motorcycle,1
RD-19332,渝S62730,2025-06-01 08:19:41,54,car,2
RD-81084,浙U20213,2025-06-07 16:53:09,45,bus,2
RD-88054,蒙L32540,2025-06-07 23:15:50,114,truck,1
RD-59852,豫W80806,2025-06-07 09:57:44,88,motorcycle,1
RD-42510,鲁Z15634,2025-06-02 06:08:32,85,car,2
RD-18149,贵D89799,2025-06-03 06:06:51,42,bus,4
RD-50199,新U62318,2025-06-01 14:39:52,61,car,1
RD-60026,新C11264,2025-06-01 08:30:13,43,truck,1
RD-37171,渝S62730,2025-06-01 17:26:41,29,motorcycle,4
RD-59852,云V25146,2025-06-06 08:53:18,34,bus,2
RD-77987,鲁Z76351,2025-06-02 06:54:55,43,bus,2
RD-89119,闽K16540,2025-06-05 07:25:40,40,car,3
RD-17303,浙U20213,2025-06-01 23:32:18,53,car,3
RD-14705,赣T40834,2025-06-05 18:01:28,34,truck,2
RD-60026,鄂Y52875,2025-06-04 07:30:14,33,car,4
RD-88054,豫Q81113,2025-06-01 10:47:13,101,car,4
RD-47857,闽K16540,2025-06-07 16:17:47,96,motorcycle,1
RD-59045,晋T23953,2025-06-01 05:59:32,82,motorcycle,4
RD-92582,苏P06588,2025-06-06 04:20:18,89,car,2
RD-81084,浙C10083,2025-06-01 08:05:02,17,car,3
RD-68049,桂H97026,2025-06-04 22:27:26,64,car,4
RD-42922,川Z24633,2025-06-05 11:54:31,42,car,2
RD-47857,粤E45931,2025-06-06 15:49:15,120,car,2
RD-88767,鲁Z15634,2025-06-07 17:08:21,19,truck,1
RD-88054,粤C76637,2025-06-03 06:00:53,120,motorcycle,4
RD-32096,豫V81429,2025-06-06 16:30:05,120,bus,3
RD-38518,苏C77089,2025-06-01 17:13:46,49,truck,2
RD-76046,皖J96851,2025-06-01 08:17:24,19,motorcycle,3
RD-14705,琼S50287,2025-06-06 16:42:11,54,car,1
RD-41787,沪V95916,2025-06-03 07:46:23,24,motorcycle,3
RD-65194,桂Z74836,2025-06-05 07:09:19,42,truck,1
RD-41935,冀L70802,2025-06-06 08:21:58,21,truck,3
RD-47857,粤E06396,2025-06-04 20:17:39,43,car,3
RD-94800,粤E06396,2025-06-01 08:38:09,34,motorcycle,4
RD-19332,辽W95663,2025-06-02 21:16:36,54,bus,3
RD-60026,豫C23651,2025-06-03 17:46:53,32,car,4
RD-68269,闽K16540,2025-06-01 06:27:13,60,motorcycle,4
RD-42510,蒙G57849,2025-06-06 14:23:49,98,bus,2
RD-51757,蒙S93370,2025-06-06 17:38:44,29,motorcycle,1
RD-42922,辽Z45626,2025-06-07 17:55:00,50,car,3
RD-92869,沪C79852,2025-06-01 08:51:00,20,bus,1
RD-32096,闽N73620,2025-06-07 00:26:25,96,truck,2
RD-15488,赣M09878,2025-06-03 12:51:27,111,car,4
RD-59045,闽Y48211,2025-06-03 13:48:23,45,car,2
RD-50204,渝T72068,2025-06-06 07:21:49,50,bus,3
RD-59852,陕W13339,2025-06-03 00:10:32,70,car,4
RD-65194,鲁B06252,2025-06-04 11:08:22,98,truck,4
RD-42922,赣P46947,2025-06-01 17:19:27,24,truck,2
RD-40951,渝R75103,2025-06-01 15:08:33,96,car,4
RD-42922,苏U04401,2025-06-05 18:29:27,28,truck,1
RD-30428,甘A25897,2025-06-01 18:18:14,32,motorcycle,1
RD-88767,渝T72068,2025-06-01 17:31:11,24,truck,1
RD-70214,津A47291,2025-06-07 19:08:54,57,bus,4
RD-29468,津W80368,2025-06-04 07:07:21,47,motorcycle,4
RD-73274,青X53906,2025-06-04 14:00:35,63,truck,1
RD-15488,辽Y41675,2025-06-05 19:06:38,102,motorcycle,4
RD-37171,鄂Y52875,2025-06-02 07:43:39,49,car,4
RD-59852,吉W86981,2025-06-01 12:45:34,62,motorcycle,1
RD-92582,皖H54415,2025-06-05 21:10:33,77,truck,2
RD-65194,京T06403,2025-06-06 21:33:07,54,bus,4
RD-14705,新A02228,2025-06-02 16:53:04,78,truck,1
RD-17303,豫T72905,2025-06-04 18:02:46,38,car,3
RD-51757,粤E45931,2025-06-02 05:19:53,54,bus,2
RD-40171,渝P07696,2025-06-04 19:04:46,46,motorcycle,2
RD-68269,湘X10175,2025-06-06 17:42:24,38,bus,1
RD-32096,晋T23953,2025-06-02 17:07:27,46,motorcycle,1
RD-75458,粤M14690,2025-06-01 06:18:02,95,motorcycle,4
RD-50199,桂C66213,2025-06-05 09:02:04,79,bus,3
RD-29468,粤W61274,2025-06-02 05:01:04,97,bus,3
RD-40951,黑T50083,2025-06-01 12:18:54,115,car,4
RD-59012,津W80368,2025-06-01 06:30:29,71,truck,2
RD-59852,皖F57114,2025-06-01 07:34:22,28,bus,1
RD-76046,赣B44819,2025-06-04 22:12:10,100,bus,2
RD-38518,浙X86258,2025-06-06 08:12:54,41,motorcycle,2
RD-80345,新A02228,2025-06-05 20:55:53,61,bus,4
RD-51757,浙X86258,2025-06-05 07:28:48,32,bus,4
RD-65194,陕U43302,2025-06-04 08:01:57,16,car,1
RD-59045,晋L72697,2025-06-02 04:29:32,80,motorcycle,2
RD-70214,闽K16540,2025-06-03 09:34:40,110,truck,2
RD-65814,闽M09800,2025-06-07 06:49:45,102,motorcycle,3
RD-11106,津R98673,2025-06-07 07:57:11,43,car,4
RD-50199,津N08122,2025-06-07 16:02:49,51,car,2
RD-81084,粤C76637,2025-06-04 21:59:30,65,motorcycle,1
RD-37171,粤H06560,2025-06-05 20:02:05,60,bus,2
RD-92582,桂Z80717,2025-06-03 10:46:01,110,motorcycle,4
RD-77987,鄂U07329,2025-06-04 07:51:45,48,bus,4
RD-13357,冀L70802,2025-06-02 15:10:00,87,car,1
RD-94800,新A02228,2025-06-05 17:57:32,43,car,3
RD-40171,辽W95663,2025-06-05 19:24:13,56,bus,4
RD-29468,津N08122,2025-06-03 15:31:45,51,car,4
RD-41935,藏W75644,2025-06-01 05:26:48,109,bus,3
RD-89613,京T06403,2025-06-07 17:15:27,55,motorcycle,4
RD-14705,苏P06588,2025-06-06 04:19:12,106,truck,2
RD-10255,藏V27821,2025-06-01 19:28:00,76,motorcycle,1
RD-92582,鲁B06252,2025-06-04 06:11:43,61,car,1
RD-40951,赣M09878,2025-06-06 08:43:06,54,motorcycle,2
RD-75458,陕U43302,2025-06-03 06:11:30,114,motorcycle,3
RD-59012,津M91358,2025-06-04 21:19:05,94,motorcycle,3
RD-40951,沪H73202,2025-06-04 20:29:27,94,car,3
RD-92869,新N95079,2025-06-03 23:47:11,63,motorcycle,2
RD-70214,新V80898,2025-06-04 07:32:51,15,truck,1
RD-75458,津M91358,2025-06-01 17:20:54,50,bus,3
RD-32096,贵N22327,2025-06-02 07:34:06,48,motorcycle,4
RD-18149,蒙G57849,2025-06-06 19:01:36,60,car,3
RD-41935,沪H73202,2025-06-06 07:31:02,23,truck,2
RD-63576,辽Z45626,2025-06-05 06:30:07,101,car,1
RD-18149,粤F52737,2025-06-05 16:22:07,90,truck,1
RD-15488,皖F57114,2025-06-07 20:45:36,90,truck,4
RD-18149,沪C79852,2025-06-06 01:08:00,83,motorcycle,2
RD-41787,甘S37505,2025-06-02 21:39:21,80,car,3
RD-40171,津W80368,2025-06-07 18:01:11,19,bus,3
RD-74461,沪V95916,2025-06-06 08:44:21,32,motorcycle,3
RD-92869,贵D89799,2025-06-06 12:29:19,115,car,3
RD-74461,琼S48954,2025-06-01 20:09:08,113,motorcycle,2
RD-59012,湘E79189,2025-06-04 23:42:23,115,truck,4
RD-73274,蒙V14604,2025-06-06 14:44:08,76,bus,2
RD-32096,粤P06456,2025-06-07 18:12:08,16,car,4
RD-40171,蒙G57849,2025-06-02 14:39:49,62,car,2
RD-81084,辽K28099,2025-06-03 09:32:07,100,motorcycle,4
RD-40951,贵D89799,2025-06-06 06:16:22,80,motorcycle,4
RD-11106,藏J05256,2025-06-07 10:32:43,68,truck,1
RD-88767,藏W75644,2025-06-04 13:36:57,45,motorcycle,4
RD-40951,辽W95663,2025-06-01 18:59:11,28,bus,2
RD-47857,桂Z80717,2025-06-02 05:13:18,43,motorcycle,1
RD-14705,桂Z74836,2025-06-03 18:15:37,42,bus,4
RD-29468,京T06403,2025-06-07 17:36:03,20,bus,1
RD-10255,鄂S79160,2025-06-02 12:56:47,43,bus,2
RD-89613,豫R23105,2025-06-03 17:04:37,32,bus,4
RD-81084,鄂C15661,2025-06-02 16:38:23,81,truck,4
RD-77987,新N95079,2025-06-03 08:34:05,47,truck,1
RD-68049,鲁K76927,2025-06-01 04:17:30,61,motorcycle,3
RD-81084,鄂U07329,2025-06-05 06:39:07,116,car,2
RD-73274,藏V27821,2025-06-03 18:34:10,21,bus,3
RD-32096,新F67512,2025-06-01 17:38:29,22,truck,4
RD-65194,鲁Z76351,2025-06-03 11:25:28,92,motorcycle,4
RD-38518,粤B17788,2025-06-02 08:02:27,54,bus,1
RD-65814,皖Q65698,2025-06-03 19:27:48,43,motorcycle,3
RD-92582,粤T34101,2025-06-06 06:46:57,61,bus,1
RD-89119,辽K28099,2025-06-01 18:16:50,33,motorcycle,3
RD-76046,浙V28890,2025-06-01 08:20:11,29,truck,3
RD-59045,渝S62730,2025-06-05 20:57:16,42,bus,1
RD-70214,渝T29594,2025-06-07 18:46:13,48,car,2
RD-51757,皖Z72316,2025-06-01 18:25:39,37,bus,3
RD-12077,皖Q65698,2025-06-05 06:37:02,43,motorcycle,1
RD-59012,闽Y48211,2025-06-03 08:02:45,46,truck,3
RD-32096,粤W61274,2025-06-04 08:42:54,38,truck,3
RD-59012,闽K16540,2025-06-03 18:03:25,53,truck,3
RD-11106,宁K34651,2025-06-02 18:25:27,53,motorcycle,4
RD-41935,豫T72905,2025-06-06 17:18:28,31,motorcycle,4
RD-77987,渝S62730,2025-06-07 22:42:51,40,motorcycle,1
RD-73274,辽W95663,2025-06-07 08:54:54,31,bus,1
RD-11106,渝Q32693,2025-06-04 13:34:12,74,bus,3
RD-68269,宁X06671,2025-06-04 17:58:03,46,motorcycle,3
RD-59012,津D03375,2025-06-03 10:51:27,48,truck,4
RD-74461,晋L72697,2025-06-02 10:59:14,104,motorcycle,1
RD-65814,赣X13293,2025-06-01 20:50:43,77,bus,1
RD-10255,豫F11936,2025-06-04 08:22:53,51,bus,1
RD-59012,渝R75103,2025-06-07 17:32:26,34,car,1
RD-19332,沪R85989,2025-06-02 03:34:42,59,motorcycle,4
RD-70214,渝R75103,2025-06-01 19:42:22,49,bus,1
RD-14705,津M91358,2025-06-05 18:39:27,17,bus,4
RD-89119,湘E79189,2025-06-03 05:14:35,53,car,4
RD-12077,蒙S93370,2025-06-01 01:20:55,92,bus,2
RD-94800,甘A25897,2025-06-05 06:34:44,104,truck,3
RD-12077,苏R45376,2025-06-01 18:01:22,19,motorcycle,4
RD-42922,黑Q95251,2025-06-04 08:31:21,52,car,1
RD-41935,琼S74190,2025-06-04 07:01:14,43,bus,1
RD-70214,黑T50083,2025-06-07 18:28:09,33,bus,2
RD-19332,津C26412,2025-06-07 14:14:06,47,truck,2
RD-59852,鄂C15661,2025-06-04 08:46:42,28,truck,4
RD-75458,琼S74190,2025-06-07 17:35:57,16,bus,2
RD-37171,新U31433,2025-06-04 06:13:37,103,motorcycle,2
RD-89119,桂Z74836,2025-06-02 20:37:48,115,motorcycle,4
RD-42922,蒙L32540,2025-06-02 15:43:08,53,bus,3
RD-68269,新C11264,2025-06-05 14:49:14,120,car,1
RD-28356,闽M09800,2025-06-01 10:39:17,85,truck,4
RD-18149,苏F50638,2025-06-07 10:19:19,109,bus,2
RD-37171,沪P70263,2025-06-06 06:14:24,77,motorcycle,1
RD-63576,黑V11836,2025-06-06 17:39:43,49,truck,3
RD-13357,浙E09063,2025-06-04 16:16:08,41,truck,2
RD-47857,苏P06588,2025-06-02 18:42:04,16,motorcycle,2
RD-59045,浙U20213,2025-06-02 08:22:31,32,bus,2
RD-32096,辽Z45626,2025-06-05 14:03:08,110,motorcycle,1
RD-80345,桂C66213,2025-06-06 18:01:34,27,motorcycle,2
RD-10255,粤B17788,2025-06-04 11:54:41,53,bus,4
RD-47857,闽W83036,2025-06-01 07:58:51,32,motorcycle,3
RD-12077,湘K44826,2025-06-01 14:56:13,67,car,1
RD-63576,赣X13293,2025-06-05 03:09:44,89,truck,3
RD-29468,藏M29827,2025-06-02 19:13:45,105,motorcycle,1
RD-50204,藏M29827,2025-06-07 14:55:16,62,motorcycle,1
RD-12077,湘X10175,2025-06-02 19:39:31,56,bus,4
RD-51757,云Q91859,2025-06-07 11:38:50,117,car,1
RD-89119,京U34783,2025-06-05 19:27:55,119,car,3
RD-18149,云W23200,2025-06-01 18:30:54,40,truck,2
RD-59852,豫V81429,2025-06-04 17:14:11,48,bus,4
RD-63576,粤W61274,2025-06-07 07:39:02,17,truck,4
RD-40951,苏H71917,2025-06-06 16:36:35,107,motorcycle,1
RD-51757,津A47291,2025-06-01 08:02:52,55,truck,4
RD-65814,沪L00929,2025-06-01 08:43:42,21,truck,2
RD-13357,甘M45035,2025-06-05 20:49:26,115,motorcycle,1
RD-38518,津M91358,2025-06-06 08:24:46,37,car,2
RD-47857,渝S62730,2025-06-01 18:06:27,22,car,1
RD-74461,琼S74190,2025-06-02 06:45:03,45,bus,2
RD-70214,赣M09878,2025-06-02 06:52:22,89,bus,2
RD-88054,津A47291,2025-06-04 18:37:21,52,bus,4
RD-88767,琼S50287,2025-06-02 08:14:48,17,car,4
RD-76046,云Q91859,2025-06-01 08:15:05,26,truck,3
RD-29468,藏W75644,2025-06-03 09:09:59,67,motorcycle,4
RD-15488,鄂R40421,2025-06-07 15:11:47,81,bus,3
RD-50199,津P64084,2025-06-02 07:36:22,20,motorcycle,1
RD-40171,赣B44819,2025-06-03 17:15:06,54,bus,1
RD-47857,吉F83362,2025-06-04 07:44:09,48,car,2
RD-38518,豫A28796,2025-06-06 11:01:05,62,truck,1
RD-10255,贵N22327,2025-06-06 15:27:38,115,car,4
RD-15488,豫T72905,2025-06-06 22:43:22,114,car,1
RD-18149,皖J96851,2025-06-02 20:30:59,47,car,2
RD-77987,粤B17788,2025-06-07 07:18:25,39,truck,1
RD-40951,辽W95663,2025-06-07 14:41:55,111,bus,2
RD-10255,浙X86258,2025-06-07 08:13:49,34,car,4
RD-92869,渝T72068,2025-06-06 16:33:21,46,truck,2
RD-60026,鲁Z15634,2025-06-05 17:32:36,19,bus,3
RD-30428,贵N22327,2025-06-06 19:25:20,114,bus,4
RD-94800,云V25146,2025-06-01 21:52:06,65,bus,4
RD-94800,鄂P08242,2025-06-07 03:50:02,71,car,1
RD-50199,渝S62730,2025-06-04 18:37:06,21,bus,2
RD-30428,宁Y55968,2025-06-06 08:39:12,44,car,3
RD-68269,苏J52383,2025-06-01 14:35:15,115,motorcycle,3
RD-89119,浙C10083,2025-06-04 18:58:38,29,car,3
RD-77987,苏R45376,2025-06-03 06:32:43,55,motorcycle,4
RD-70214,苏J52383,2025-06-06 05:24:09,105,car,2
RD-60026,湘E79189,2025-06-06 06:26:14,61,motorcycle,4
RD-15488,晋G72243,2025-06-02 06:03:26,79,bus,3
RD-88054,贵N22327,2025-06-01 09:11:19,63,motorcycle,4
RD-11106,蒙V14604,2025-06-03 18:55:07,36,car,1
RD-38518,川B36269,2025-06-07 08:31:29,23,truck,3
RD-59012,鄂Q42996,2025-06-07 16:29:54,81,bus,2
RD-59852,藏W75644,2025-06-05 16:25:33,98,motorcycle,3
RD-42922,京U34783,2025-06-01 08:41:39,19,truck,2
RD-81084,鲁Z76351,2025-06-05 08:40:09,50,motorcycle,1
RD-42510,粤B17788,2025-06-05 08:00:41,29,motorcycle,2
RD-41787,蒙B81349,2025-06-02 19:31:24,106,truck,3
RD-50204,新U31433,2025-06-07 07:26:31,36,bus,3
RD-59045,粤C76637,2025-06-05 18:48:52,52,bus,4
RD-88767,浙C10083,2025-06-05 17:26:55,24,bus,2
RD-63576,青Z14074,2025-06-01 08:02:18,51,bus,3
RD-51757,苏L67659,2025-06-04 07:00:01,47,truck,2
RD-42922,鲁P57236,2025-06-07 07:41:35,51,bus,4
RD-38518,苏P06588,2025-06-01 10:31:52,59,car,2
RD-59012,吉F83362,2025-06-05 08:24:19,53,bus,1
RD-92582,黑Q95251,2025-06-03 17:15:44,19,truck,2
RD-70214,鄂S79160,2025-06-05 15:54:24,63,truck,2
RD-37171,辽M45508,2025-06-03 08:05:27,22,motorcycle,2
RD-68269,皖H54415,2025-06-01 20:13:31,102,motorcycle,3
RD-92869,苏L67659,2025-06-06 04:17:08,80,car,3
RD-88054,沪P70263,2025-06-07 08:11:57,34,car,4
RD-11106,甘S37505,2025-06-04 07:09:14,24,truck,3
RD-63576,沪C83080,2025-06-05 06:48:04,42,truck,4
RD-42510,苏J52383,2025-06-03 08:32:41,45,bus,2
RD-68049,豫A28796,2025-06-06 06:41:45,81,car,3
RD-42510,皖H54415,2025-06-02 06:43:36,62,car,3
RD-60026,辽T06233,2025-06-03 18:26:08,50,bus,1
RD-37171,沪C79852,2025-06-06 18:16:59,46,truck,2
RD-38518,京T06403,2025-06-06 08:02:37,29,motorcycle,3
RD-88767,宁K34651,2025-06-04 18:20:39,55,motorcycle,4
RD-30428,鄂L78447,2025-06-02 10:06:52,56,motorcycle,1
RD-77987,藏R29091,2025-06-06 19:19:17,78,bus,4
RD-28356,浙C10083,2025-06-01 10:28:14,51,truck,1
RD-65814,晋G72243,2025-06-01 17:55:51,55,truck,1
RD-68049,浙X86258,2025-06-07 17:03:56,29,bus,2
RD-94800,赣B94002,2025-06-06 03:22:09,75,truck,1
RD-59852,黑J68298,2025-06-04 17:29:10,31,motorcycle,2
RD-68269,贵E06641,2025-06-02 21:16:02,55,bus,2
RD-80345,皖Z72316,2025-06-03 12:18:10,51,truck,2
RD-80345,黑T50083,2025-06-01 07:16:32,15,car,1
RD-37171,青U72317,2025-06-07 08:37:35,30,motorcycle,2
RD-88767,新U31433,2025-06-05 10:36:45,91,car,2
RD-40951,苏U04401,2025-06-06 21:56:45,77,motorcycle,4
RD-51757,粤H06560,2025-06-06 17:51:06,42,motorcycle,3
RD-63576,浙V28890,2025-06-06 08:09:10,28,car,3
RD-65194,辽R89069,2025-06-04 11:21:09,84,car,1
RD-89613,黑J54290,2025-06-03 17:32:54,42,car,1
RD-12077,沪C83080,2025-06-01 10:12:43,84,motorcycle,2
RD-73274,湘E88250,2025-06-06 08:27:07,48,bus,3
RD-80345,湘E32317,2025-06-01 12:12:50,41,motorcycle,2
RD-19332,蒙V14604,2025-06-01 18:42:40,50,truck,2
RD-15488,晋G72243,2025-06-04 07:23:36,25,bus,4
RD-12077,吉W86981,2025-06-03 09:28:01,89,motorcycle,3
RD-59852,赣B94002,2025-06-05 07:38:27,31,truck,1
RD-76046,苏J52383,2025-06-02 17:39:20,28,bus,4
RD-50199,苏C77089,2025-06-07 11:17:13,52,car,1
RD-40951,辽W95663,2025-06-01 18:18:51,26,truck,2
RD-42510,云Q91859,2025-06-01 18:12:16,51,truck,3
RD-13357,粤Q51733,2025-06-03 06:33:49,67,truck,1
RD-41787,赣T40834,2025-06-02 02:39:23,89,bus,2
RD-81084,陕W13339,2025-06-04 17:29:02,38,truck,4
RD-50199,闽K16540,2025-06-03 17:07:48,43,truck,2
RD-59752,鲁H84942,2025-06-04 16:22:42,100,car,3
RD-65194,豫R23105,2025-06-02 18:03:32,55,car,3
RD-29468,藏W75644,2025-06-03 12:47:16,48,bus,2
RD-47857,渝T29594,2025-06-07 01:47:59,105,motorcycle,3
RD-15488,赣B94002,2025-06-02 06:48:05,79,bus,1
RD-70214,川U37138,2025-06-07 18:58:51,51,truck,1
RD-17303,苏R45376,2025-06-05 08:46:21,33,bus,3
RD-74461,蒙B81349,2025-06-06 09:08:00,84,bus,2
RD-11106,黑J54290,2025-06-05 17:03:59,34,truck,3
RD-13357,辽C29212,2025-06-07 10:16:14,75,truck,3
RD-40951,藏L38643,2025-06-04 10:00:37,84,motorcycle,2
RD-11106,苏C77089,2025-06-06 08:48:55,41,motorcycle,4
RD-51757,藏Z93839,2025-06-03 11:10:32,114,truck,1
RD-88054,豫Q81113,2025-06-04 19:30:18,102,car,3
RD-42510,粤E45931,2025-06-06 04:39:20,117,bus,1
RD-75458,皖Z72316,2025-06-03 20:05:34,49,car,2
RD-42922,苏C93737,2025-06-05 08:30:13,42,bus,1
RD-59045,闽J80363,2025-06-02 08:31:47,23,truck,2
RD-88054,渝S62730,2025-06-03 17:24:11,38,bus,2
RD-89119,琼S50287,2025-06-01 17:46:49,23,bus,2
RD-41787,津D03375,2025-06-01 08:21:28,31,bus,4
RD-47857,闽K16540,2025-06-05 20:30:10,112,motorcycle,4
RD-32096,粤E06396,2025-06-03 11:08:47,74,car,1
RD-88767,皖M80974,2025-06-01 15:43:04,94,bus,4
RD-47857,蒙G57849,2025-06-02 14:00:53,67,motorcycle,3
RD-41787,闽U44628,2025-06-01 08:19:44,41,car,4
RD-81084,苏U04401,2025-06-03 19:24:54,50,car,4
RD-88054,晋T23953,2025-06-01 21:41:00,40,truck,3
RD-75458,藏R29091,2025-06-03 21:36:21,68,truck,4
RD-17303,陕W13339,2025-06-07 10:47:27,93,car,3
RD-30428,皖G90703,2025-06-06 08:08:14,50,truck,3
RD-42922,宁X06671,2025-06-04 17:15:39,35,truck,2
RD-70214,青Z14074,2025-06-05 07:34:26,24,truck,1
RD-68049,苏H71917,2025-06-01 18:03:25,18,car,1
RD-40171,浙C10083,2025-06-05 17:32:16,42,motorcycle,3
RD-15488,桂Z74836,2025-06-04 19:33:20,74,bus,2
RD-17303,辽Z45626,2025-06-03 13:40:11,65,truck,2
RD-65194,豫F11936,2025-06-07 17:17:09,26,bus,1
RD-41787,苏N25213,2025-06-06 13:41:59,43,car,4
RD-88767,豫V81429,2025-06-05 09:55:57,64,bus,1
RD-47857,京P84276,2025-06-02 15:23:07,108,car,2
RD-37171,鄂Y52875,2025-06-07 17:53:00,50,bus,2
RD-30428,新C11264,2025-06-04 17:35:28,44,truck,3
RD-89119,苏U04401,2025-06-05 06:44:16,96,motorcycle,1
RD-65194,川Z24633,2025-06-01 07:36:00,51,bus,2
RD-75458,川B36269,2025-06-04 12:40:42,100,car,3
RD-88054,桂H97026,2025-06-07 07:28:12,42,truck,1
RD-74461,苏R45376,2025-06-03 18:49:58,36,car,3
RD-41787,新F67512,2025-06-03 17:35:18,42,bus,3
RD-59752,赣X13293,2025-06-03 17:32:12,19,bus,1
RD-18149,沪V95916,2025-06-07 07:35:35,34,truck,1
RD-41935,鲁Y40405,2025-06-04 17:03:58,44,motorcycle,2
RD-88767,贵D89799,2025-06-05 15:08:31,46,truck,2
RD-80345,鲁P57236,2025-06-07 07:14:26,16,bus,2
RD-12077,粤E06396,2025-06-01 07:48:10,49,car,2
RD-88054,京R72773,2025-06-01 06:47:26,110,motorcycle,3
RD-41787,川Z24633,2025-06-07 07:37:35,32,truck,3
RD-30428,津P64084,2025-06-01 14:16:36,54,motorcycle,4
RD-68269,皖A42632,2025-06-05 17:10:26,18,truck,2
RD-41935,皖G90703,2025-06-06 08:10:05,20,motorcycle,1
RD-40951,新U31433,2025-06-03 07:34:58,31,truck,1
RD-60026,川E47801,2025-06-07 08:31:21,23,car,1
