road_id,record_time,avg_speed,traffic_flow,jam_level,congestion_index
RD-76046,2025-06-01 18:46:39,43.1,1247,5,6.01
RD-17303,2025-06-01 07:48:19,30.5,618,5,0.7
RD-50204,2025-06-05 09:56:07,61.6,364,1,7.25
RD-14705,2025-06-05 19:53:16,65.3,342,2,4.07
RD-92582,2025-06-07 07:51:34,34.9,1437,3,1.32
RD-19332,2025-06-05 23:23:14,41.2,238,1,5.24
RD-32096,2025-06-02 07:41:11,21.0,546,5,5.63
RD-19332,2025-06-04 16:27:46,82.9,293,1,4.9
RD-89119,2025-06-03 07:11:22,16.9,1432,3,5.1
RD-13357,2025-06-02 22:06:27,51.2,264,1,4.42
RD-38518,2025-06-02 06:38:18,36.6,390,3,0.43
RD-81084,2025-06-06 07:11:50,28.6,570,3,9.74
RD-81084,2025-06-04 07:52:24,38.1,1420,4,5.2
RD-59012,2025-06-03 17:07:11,15.1,591,3,8.94
RD-38518,2025-06-07 13:43:51,70.0,392,2,5.11
RD-40171,2025-06-03 22:42:13,84.2,268,1,4.8
RD-59852,2025-06-07 07:31:44,28.0,1073,3,7.98
RD-89119,2025-06-07 16:24:01,88.7,420,2,9.41
RD-13357,2025-06-03 16:08:11,54.2,368,2,4.72
RD-13357,2025-06-06 20:56:43,43.8,215,2,1.71
RD-30428,2025-06-07 18:47:40,37.9,897,3,6.52
RD-68269,2025-06-03 18:07:12,26.1,725,4,8.48
RD-30428,2025-06-01 07:34:06,28.9,392,3,2.8
RD-40951,2025-06-06 16:59:50,58.4,375,1,6.43
RD-77987,2025-06-07 08:20:20,25.0,968,4,9.92
RD-12077,2025-06-04 15:34:37,45.0,433,3,6.6
RD-68049,2025-06-02 21:19:16,37.4,280,1,4.85
RD-42922,2025-06-04 07:38:54,25.4,430,5,6.5
RD-14705,2025-06-06 17:45:25,33.6,1472,3,8.82
RD-74461,2025-06-03 00:12:09,45.6,465,1,6.34
RD-65814,2025-06-05 18:38:49,33.7,1076,3,7.07
RD-89119,2025-06-02 08:29:13,20.9,1162,5,0.62
RD-47857,2025-06-05 19:00:01,42.3,233,1,7.16
RD-41787,2025-06-01 06:42:07,52.6,398,2,7.14
RD-14705,2025-06-03 19:36:07,87.3,355,3,6.46
RD-37171,2025-06-02 06:59:02,47.2,479,1,7.74
RD-40951,2025-06-01 16:17:00,38.7,377,3,6.44
RD-29468,2025-06-05 17:16:23,21.6,1217,5,9.82
RD-40171,2025-06-04 19:55:45,88.3,502,2,2.96
RD-10255,2025-06-03 07:37:49,32.4,1041,5,5.4
RD-92869,2025-06-04 12:22:09,70.3,10,2,5.61
RD-75458,2025-06-06 11:41:24,47.9,158,2,4.83
RD-37171,2025-06-01 11:09:29,40.3,228,3,6.58
RD-59752,2025-06-07 09:32:15,28.9,166,1,5.56
RD-88054,2025-06-03 12:17:34,34.1,363,3,1.47
RD-50204,2025-06-03 21:19:46,77.8,100,1,3.57
RD-42510,2025-06-05 17:18:56,13.1,1407,5,8.04
RD-59752,2025-06-03 15:45:47,72.0,157,3,0.5
RD-41787,2025-06-04 21:54:08,54.8,421,3,6.88
RD-50199,2025-06-07 16:50:17,67.8,232,1,7.73
RD-41935,2025-06-07 17:36:14,14.3,546,4,1.1
RD-76046,2025-06-07 08:27:46,26.9,875,3,4.48
RD-59752,2025-06-01 16:12:44,64.3,58,3,7.65
RD-65814,2025-06-06 08:01:42,14.1,1138,4,5.36
RD-50199,2025-06-01 20:21:26,71.1,224,3,8.0
RD-32096,2025-06-03 13:33:49,84.5,100,3,2.39
RD-65194,2025-06-01 18:55:43,16.8,594,5,2.06
RD-18149,2025-06-01 20:07:41,34.7,149,2,8.58
RD-92582,2025-06-07 11:01:02,50.9,339,1,4.68
RD-32096,2025-06-03 04:16:47,78.6,170,3,8.99
RD-92869,2025-06-03 17:33:50,13.3,1246,5,5.36
RD-17303,2025-06-01 17:46:01,12.0,1025,5,8.84
RD-19332,2025-06-07 21:57:12,47.2,82,1,3.06
RD-65814,2025-06-01 17:48:54,26.1,1249,5,9.05
RD-74461,2025-06-05 00:55:43,88.4,218,3,3.66
RD-38518,2025-06-04 14:02:38,56.8,92,2,7.74
RD-32096,2025-06-05 19:07:51,59.6,67,1,6.64
RD-38518,2025-06-04 00:16:04,46.3,411,3,2.55
RD-60026,2025-06-07 06:00:21,48.3,123,2,1.38
RD-40171,2025-06-06 17:38:29,42.3,1321,5,9.9
RD-88054,2025-06-06 17:20:50,23.5,1277,5,1.8
RD-89119,2025-06-07 17:56:37,43.4,407,5,8.11
RD-29468,2025-06-03 20:08:20,43.3,437,1,1.64
RD-29468,2025-06-02 23:44:03,35.9,359,2,1.9
RD-70214,2025-06-06 15:25:55,60.8,189,1,2.41
RD-77987,2025-06-04 19:48:39,76.4,138,1,9.04
RD-59012,2025-06-05 16:36:19,89.0,223,1,3.96
RD-89613,2025-06-02 06:36:54,64.0,302,2,3.08
RD-29468,2025-06-04 21:43:15,46.2,487,3,4.79
RD-41787,2025-06-02 17:59:21,28.8,747,5,8.9
RD-12077,2025-06-05 18:51:17,10.0,287,5,5.09
RD-50204,2025-06-04 19:32:34,80.7,109,2,1.21
RD-38518,2025-06-07 08:05:26,31.5,711,4,7.85
RD-17303,2025-06-06 17:45:45,36.9,617,4,8.82
RD-59045,2025-06-04 17:37:06,28.4,703,5,9.83
RD-65814,2025-06-03 10:59:27,87.1,263,3,9.36
RD-19332,2025-06-04 11:13:30,81.7,335,3,5.89
RD-40951,2025-06-01 16:27:59,29.8,332,2,0.52
RD-65814,2025-06-04 08:05:41,9.4,469,5,6.25
RD-18149,2025-06-02 06:03:32,64.7,381,2,1.36
RD-41787,2025-06-04 08:23:25,23.3,768,3,5.66
RD-14705,2025-06-03 22:05:41,85.1,428,2,9.38
RD-41935,2025-06-05 17:46:59,17.6,503,5,4.38
RD-59045,2025-06-05 17:34:28,7.2,665,4,0.48
RD-65194,2025-06-04 19:18:38,81.3,372,2,2.3
RD-70214,2025-06-04 06:43:51,92.4,375,3,9.87
RD-42510,2025-06-02 14:49:12,57.0,429,3,8.81
RD-47857,2025-06-02 18:43:24,22.3,1278,3,9.08
RD-89613,2025-06-06 13:50:57,74.1,402,3,6.42
RD-47857,2025-06-01 07:26:49,34.5,642,4,9.92
RD-89613,2025-06-05 07:40:56,10.0,354,3,7.51
RD-19332,2025-06-06 11:52:18,35.3,256,2,9.94
RD-88767,2025-06-05 13:06:42,39.1,391,3,8.83
RD-38518,2025-06-07 12:53:44,58.4,61,2,7.84
RD-30428,2025-06-05 10:03:49,70.5,267,2,8.41
RD-70214,2025-06-05 17:35:07,38.7,636,5,8.46
RD-10255,2025-06-06 18:30:47,39.2,1369,5,8.52
RD-60026,2025-06-02 08:31:17,15.2,776,4,7.56
RD-65194,2025-06-06 08:36:20,22.8,434,3,7.49
RD-10255,2025-06-06 10:03:25,41.8,88,3,6.85
RD-41787,2025-06-06 16:26:28,84.0,446,1,5.76
RD-88054,2025-06-02 14:36:49,38.6,320,1,4.65
RD-92582,2025-06-05 19:59:58,47.8,84,3,0.15
RD-63576,2025-06-06 11:36:21,35.7,163,3,3.28
RD-28356,2025-06-05 20:50:42,80.7,126,1,0.18
RD-13357,2025-06-07 21:36:24,37.8,196,2,7.62
RD-59012,2025-06-05 22:26:13,65.2,334,2,5.6
RD-50204,2025-06-06 19:17:40,60.1,194,2,9.22
RD-73274,2025-06-07 08:39:36,19.5,1473,3,6.51
RD-74461,2025-06-06 19:12:20,68.7,271,2,8.36
RD-68269,2025-06-01 06:54:44,61.8,202,2,4.26
RD-42510,2025-06-06 00:49:51,72.7,132,2,9.0
RD-42922,2025-06-04 17:09:25,23.9,1154,3,5.46
RD-65814,2025-06-04 07:39:45,23.4,577,3,6.24
RD-50204,2025-06-05 08:22:23,6.8,616,5,9.16
RD-88054,2025-06-03 16:24:20,72.3,87,2,3.8
RD-76046,2025-06-01 17:26:45,20.3,1009,5,6.78
RD-92582,2025-06-06 22:46:54,71.7,178,3,9.55
RD-92582,2025-06-02 08:46:51,30.1,800,5,6.37
RD-51757,2025-06-03 18:10:04,9.2,383,5,7.18
RD-17303,2025-06-07 08:14:02,33.7,1417,4,9.11
RD-65814,2025-06-01 16:16:35,39.6,246,2,0.19
RD-68269,2025-06-03 08:14:04,20.0,1383,5,7.18
RD-37171,2025-06-01 11:21:30,65.3,61,3,0.84
RD-41787,2025-06-07 17:32:17,18.0,1146,3,8.28
RD-42922,2025-06-05 18:50:19,29.0,631,4,7.29
RD-19332,2025-06-06 08:14:17,19.1,527,3,8.07
RD-94800,2025-06-02 08:57:53,26.1,1280,3,1.24
RD-19332,2025-06-07 08:18:51,30.9,571,5,6.9
RD-10255,2025-06-05 08:41:14,29.4,1137,3,7.62
RD-92869,2025-06-02 16:27:24,78.5,332,3,9.18
RD-12077,2025-06-07 08:06:08,15.0,1200,3,2.52
RD-50204,2025-06-05 21:16:29,42.4,210,3,1.29
RD-13357,2025-06-05 08:02:01,34.6,570,4,5.56
RD-68049,2025-06-03 08:30:28,40.4,730,5,6.12
RD-19332,2025-06-03 02:17:23,66.6,65,1,0.62
RD-47857,2025-06-04 09:52:56,56.7,454,1,3.68
RD-74461,2025-06-03 20:40:25,37.9,491,3,7.3
RD-59045,2025-06-02 06:12:53,41.0,404,2,1.39
RD-37171,2025-06-04 06:23:59,43.0,271,2,9.56
RD-65814,2025-06-02 21:05:57,81.6,186,3,7.04
RD-11106,2025-06-04 19:52:34,59.3,347,1,8.25
RD-68049,2025-06-04 08:30:19,36.0,1420,4,0.4
RD-10255,2025-06-07 17:47:14,27.8,1059,4,6.61
RD-74461,2025-06-03 07:26:29,33.5,370,5,0.76
RD-59852,2025-06-04 23:33:53,62.6,509,3,7.95
RD-41935,2025-06-05 06:18:00,46.5,411,2,8.21
RD-76046,2025-06-01 16:23:12,51.2,322,2,5.59
RD-28356,2025-06-05 07:19:14,21.2,595,3,0.4
RD-42922,2025-06-05 06:06:15,85.2,258,2,8.27
RD-30428,2025-06-02 08:02:42,39.5,1279,3,2.3
RD-28356,2025-06-01 06:38:48,55.6,490,1,6.97
RD-76046,2025-06-06 18:10:48,31.8,1156,5,6.9
RD-88767,2025-06-07 06:20:03,92.1,194,1,6.53
RD-10255,2025-06-06 17:35:22,18.9,922,4,5.22
RD-47857,2025-06-03 08:18:32,14.7,1060,3,9.56
RD-65814,2025-06-02 07:35:26,40.8,1057,3,7.78
RD-51757,2025-06-03 13:00:32,78.2,532,3,4.88
RD-50204,2025-06-07 06:01:47,64.9,343,3,1.24
RD-30428,2025-06-02 18:39:03,36.4,1420,4,5.14
RD-13357,2025-06-03 10:37:42,36.9,186,3,5.48
RD-29468,2025-06-07 11:02:00,62.2,462,2,9.45
RD-80345,2025-06-05 17:28:38,15.8,647,5,6.82
RD-81084,2025-06-05 08:17:27,16.7,1236,4,4.96
RD-68269,2025-06-03 10:30:36,45.6,212,1,3.25
RD-60026,2025-06-03 07:55:39,28.6,1077,4,8.61
RD-42510,2025-06-05 21:00:36,34.7,387,3,5.86
RD-80345,2025-06-06 21:04:29,59.0,480,1,6.7
RD-68049,2025-06-01 07:23:05,13.7,490,3,5.28
RD-29468,2025-06-02 08:31:13,33.7,365,4,7.81
RD-37171,2025-06-01 06:54:35,54.6,176,1,6.84
RD-81084,2025-06-02 12:17:43,60.5,207,1,1.57
RD-89613,2025-06-04 18:15:29,12.5,1402,5,6.3
RD-17303,2025-06-05 18:16:47,32.9,862,3,7.95
RD-41787,2025-06-03 06:41:50,85.9,396,2,3.83
RD-47857,2025-06-03 18:00:03,35.2,1135,5,6.73
RD-59852,2025-06-04 17:37:35,34.5,893,4,5.65
RD-13357,2025-06-07 07:58:30,16.8,1443,5,8.38
RD-89119,2025-06-06 08:05:07,36.5,732,4,9.87
RD-92582,2025-06-01 18:20:30,34.7,1206,5,9.45
RD-42922,2025-06-07 07:32:08,15.6,722,3,3.54
RD-10255,2025-06-04 17:07:14,16.8,480,5,6.16
RD-13357,2025-06-01 17:10:06,28.2,657,3,6.74
RD-50199,2025-06-06 18:52:19,33.3,1252,4,5.98
RD-28356,2025-06-07 17:30:44,22.9,1490,5,6.07
RD-88767,2025-06-07 16:22:44,85.3,304,3,6.17
RD-65814,2025-06-03 06:44:55,88.2,299,1,0.9
RD-29468,2025-06-06 01:58:44,66.7,83,2,4.46
RD-37171,2025-06-02 05:49:42,32.5,208,3,7.28
RD-32096,2025-06-06 19:26:41,66.2,179,2,8.26
RD-65814,2025-06-07 09:07:39,35.9,244,1,6.22
RD-59012,2025-06-01 06:14:34,63.8,67,3,4.95
RD-77987,2025-06-04 02:30:47,86.7,487,2,6.84
RD-88767,2025-06-05 05:50:50,85.7,167,2,2.26
RD-41935,2025-06-03 14:10:00,61.6,269,2,1.71
RD-65814,2025-06-06 07:17:46,33.5,531,4,7.23
RD-81084,2025-06-05 17:08:45,41.6,1102,4,6.84
RD-59752,2025-06-04 17:03:06,24.7,1298,3,7.4
RD-59852,2025-06-03 16:36:38,74.0,224,1,8.67
RD-94800,2025-06-07 22:09:12,79.3,113,3,9.18
RD-59852,2025-06-04 08:00:26,17.9,922,5,6.77
RD-65194,2025-06-05 07:59:00,19.2,1408,4,4.82
RD-88767,2025-06-02 06:17:25,78.9,288,1,3.42
RD-50204,2025-06-06 20:14:40,55.0,320,2,8.29
RD-76046,2025-06-04 16:05:23,57.0,356,3,5.05
RD-10255,2025-06-05 10:26:22,47.4,431,1,0.53
RD-94800,2025-06-06 08:27:54,24.2,1137,3,3.92
RD-50204,2025-06-01 17:34:23,37.4,704,3,7.42
RD-68049,2025-06-06 01:47:15,34.8,201,3,8.87
RD-17303,2025-06-07 08:44:30,20.3,531,3,6.86
RD-12077,2025-06-06 08:32:33,32.4,945,3,6.03
RD-89119,2025-06-05 22:42:00,30.5,378,1,6.47
RD-17303,2025-06-07 14:39:43,62.8,209,2,0.01
RD-40171,2025-06-03 07:39:18,26.0,529,3,7.12
RD-75458,2025-06-06 16:09:13,39.0,424,2,3.27
RD-15488,2025-06-03 17:14:37,22.6,625,3,5.02
RD-92869,2025-06-04 15:38:44,88.2,152,2,2.78
RD-28356,2025-06-07 20:47:22,63.1,354,3,7.96
RD-51757,2025-06-06 11:32:20,60.3,103,3,0.34
RD-63576,2025-06-07 21:23:00,80.0,382,1,3.43
RD-29468,2025-06-03 08:53:44,35.7,947,5,5.78
RD-41787,2025-06-05 00:32:04,63.5,387,1,7.16
RD-11106,2025-06-04 17:56:26,31.3,343,4,6.88
RD-76046,2025-06-02 00:18:25,85.6,294,2,9.27
RD-70214,2025-06-03 07:48:35,21.5,1066,4,8.13
RD-41935,2025-06-07 07:32:20,35.0,496,4,1.94
RD-12077,2025-06-02 23:08:35,50.0,293,2,6.75
RD-18149,2025-06-01 18:52:44,36.0,675,3,8.96
RD-15488,2025-06-01 08:16:48,15.6,603,5,2.58
RD-59012,2025-06-04 06:51:51,58.3,206,1,2.58
RD-17303,2025-06-03 18:51:23,14.0,1241,3,9.6
RD-92869,2025-06-02 18:02:13,36.5,974,3,6.65
RD-29468,2025-06-01 18:11:40,27.4,688,3,5.16
RD-18149,2025-06-06 09:12:09,68.9,198,2,6.7
RD-76046,2025-06-06 19:16:49,49.9,258,3,2.03
RD-14705,2025-06-06 06:18:43,71.2,109,2,6.19
RD-15488,2025-06-02 18:01:39,38.4,764,5,6.39
RD-63576,2025-06-01 07:31:11,21.4,379,5,6.72
RD-11106,2025-06-03 19:44:13,54.5,163,2,6.73
RD-50199,2025-06-07 07:01:20,31.9,961,4,3.4
RD-81084,2025-06-04 08:41:34,24.0,1213,3,5.3
RD-32096,2025-06-04 10:50:30,64.1,272,2,2.25
RD-40951,2025-06-07 16:36:34,33.4,328,2,4.0
RD-14705,2025-06-01 08:26:46,35.0,589,3,9.79
RD-76046,2025-06-01 07:13:39,23.1,405,3,3.94
RD-63576,2025-06-03 08:24:00,15.4,919,5,7.41
RD-60026,2025-06-04 22:13:48,61.0,271,1,8.23
RD-50199,2025-06-01 08:21:26,14.8,318,3,2.18
RD-19332,2025-06-03 21:07:06,66.5,210,1,5.01
RD-42510,2025-06-07 18:08:18,23.9,765,5,5.02
RD-88054,2025-06-03 20:05:30,69.7,478,3,6.66
RD-11106,2025-06-07 07:21:05,17.0,1463,4,3.94
RD-70214,2025-06-05 08:01:59,34.6,1142,3,1.36
RD-41935,2025-06-03 20:36:33,48.2,421,2,7.13
RD-89119,2025-06-02 15:02:16,40.2,402,1,7.85
RD-59045,2025-06-04 20:22:35,66.4,59,1,0.78
RD-29468,2025-06-06 17:42:56,33.9,809,4,6.0
RD-60026,2025-06-03 06:09:58,90.4,193,2,9.81
RD-10255,2025-06-04 08:19:04,15.8,1503,4,8.49
RD-41787,2025-06-07 15:46:02,75.7,133,3,6.74
RD-10255,2025-06-02 07:03:36,20.0,1082,3,2.04
RD-12077,2025-06-01 20:39:56,80.0,320,3,3.2
RD-30428,2025-06-02 16:32:08,43.9,60,2,1.58
RD-12077,2025-06-05 22:06:46,37.6,460,2,2.66
RD-68269,2025-06-02 08:43:26,29.3,793,3,7.25
RD-30428,2025-06-04 20:52:31,73.8,272,2,9.23
RD-59852,2025-06-07 19:12:09,78.3,231,1,5.22
RD-60026,2025-06-04 20:53:10,33.6,166,1,2.27
RD-76046,2025-06-04 06:34:29,75.1,266,1,0.57
RD-63576,2025-06-04 17:20:05,16.8,992,5,7.68
RD-17303,2025-06-05 08:21:50,13.6,1203,3,6.54
RD-10255,2025-06-06 06:14:57,33.6,267,3,1.11
RD-40171,2025-06-03 08:16:44,35.2,1224,4,8.32
RD-29468,2025-06-04 06:53:10,88.9,297,2,7.25
RD-17303,2025-06-03 08:44:10,23.0,1114,4,9.22
RD-76046,2025-06-06 10:21:09,68.3,120,1,0.09
RD-32096,2025-06-01 17:17:45,14.4,847,4,7.48
RD-12077,2025-06-05 21:27:23,84.3,40,3,0.59
RD-32096,2025-06-07 23:56:55,77.6,434,2,1.88
RD-59852,2025-06-07 17:55:37,40.3,366,4,7.66
RD-92869,2025-06-06 14:16:34,56.1,173,2,5.42
RD-76046,2025-06-07 05:50:09,81.8,31,3,2.54
RD-81084,2025-06-02 00:47:09,68.7,390,2,1.2
RD-80345,2025-06-05 18:50:27,30.0,953,5,5.9
RD-81084,2025-06-06 08:48:51,40.4,763,5,7.26
RD-80345,2025-06-06 15:37:47,62.8,471,1,7.25
RD-68269,2025-06-05 08:33:21,27.7,845,5,0.1
RD-89119,2025-06-04 04:21:00,86.2,309,3,4.57
RD-63576,2025-06-01 11:15:30,62.2,322,1,0.36
RD-92582,2025-06-02 19:03:26,79.6,144,2,8.95
RD-37171,2025-06-01 07:43:14,16.8,1249,4,2.22
RD-68049,2025-06-04 18:39:31,12.5,615,3,1.36
RD-37171,2025-06-06 17:36:03,17.2,1458,4,8.64
RD-40171,2025-06-01 00:01:20,81.0,419,3,2.31
RD-47857,2025-06-01 07:43:49,26.3,1114,5,1.06
RD-60026,2025-06-07 14:06:35,69.9,320,1,0.37
RD-70214,2025-06-01 17:37:09,7.9,1193,5,9.6
RD-40171,2025-06-05 07:50:19,38.8,753,3,5.02
RD-30428,2025-06-05 17:27:00,6.9,1029,4,0.16
RD-32096,2025-06-01 19:07:18,60.1,131,2,4.18
RD-59012,2025-06-01 14:20:17,66.5,319,2,5.81
RD-81084,2025-06-03 08:54:55,40.2,929,3,7.4
RD-70214,2025-06-05 09:12:59,61.2,247,1,8.87
RD-42922,2025-06-01 14:54:57,70.1,144,2,3.27
RD-60026,2025-06-02 15:37:13,67.6,195,2,2.82
RD-50199,2025-06-04 07:09:09,38.6,1431,4,9.89
RD-74461,2025-06-06 19:11:42,54.3,313,3,4.9
RD-89613,2025-06-07 08:31:54,33.2,787,3,1.42
RD-41935,2025-06-01 12:30:53,31.6,255,2,5.67
RD-47857,2025-06-02 05:28:42,59.5,70,1,3.39
RD-59045,2025-06-07 08:14:03,31.8,1419,4,1.06
RD-74461,2025-06-01 00:16:21,29.4,369,1,9.32
RD-60026,2025-06-03 07:03:07,34.8,877,3,9.91
RD-37171,2025-06-05 06:27:41,85.0,487,2,7.52
RD-14705,2025-06-07 07:47:34,8.5,316,3,4.38
RD-94800,2025-06-07 17:55:42,8.7,611,4,9.09
RD-88767,2025-06-02 08:44:57,15.9,813,3,8.15
RD-75458,2025-06-03 07:40:47,36.2,662,3,8.4
RD-59852,2025-06-03 14:16:42,48.0,242,3,4.46
RD-28356,2025-06-07 08:58:41,10.5,1085,4,4.34
RD-92582,2025-06-02 06:38:52,48.6,355,2,7.78
RD-88767,2025-06-02 15:45:32,55.9,411,3,3.99
RD-14705,2025-06-01 16:56:38,50.0,197,1,9.3
RD-80345,2025-06-04 01:11:31,48.0,59,2,7.3
RD-17303,2025-06-06 08:08:55,10.7,992,3,2.5
RD-13357,2025-06-01 09:56:48,39.4,168,2,9.34
RD-12077,2025-06-04 07:43:37,13.7,347,4,2.42
RD-32096,2025-06-04 11:17:42,68.8,371,3,6.2
RD-12077,2025-06-06 14:21:41,56.0,467,2,5.2
RD-18149,2025-06-07 08:17:50,23.3,1376,5,5.11
RD-60026,2025-06-03 21:28:35,52.3,177,2,8.41
RD-89613,2025-06-01 18:52:59,16.6,1124,3,5.56
RD-15488,2025-06-03 07:13:08,28.3,575,4,4.3
RD-74461,2025-06-06 18:08:45,25.1,645,4,7.84
RD-30428,2025-06-04 17:15:39,28.6,588,4,8.92
RD-41935,2025-06-03 07:29:35,13.7,948,3,8.82
RD-89613,2025-06-05 10:24:55,42.9,81,1,5.01
RD-11106,2025-06-06 14:12:01,75.8,333,2,9.4
RD-65814,2025-06-07 13:03:15,52.2,203,2,7.81
RD-30428,2025-06-05 16:56:17,33.5,323,1,9.1
RD-14705,2025-06-02 08:32:20,15.8,694,4,7.0
RD-59012,2025-06-03 17:25:03,34.5,1269,5,0.18
RD-59012,2025-06-04 04:42:20,69.5,528,2,8.39
RD-13357,2025-06-03 06:41:50,72.0,279,3,6.6
RD-41935,2025-06-01 11:34:45,87.7,129,2,1.04
RD-88054,2025-06-02 05:46:32,83.2,440,1,2.85
RD-60026,2025-06-05 20:15:00,78.7,166,3,1.84
RD-19332,2025-06-01 09:59:06,81.7,175,1,4.26
RD-42922,2025-06-03 05:21:17,87.2,516,3,5.44
RD-94800,2025-06-01 09:24:32,42.8,116,2,7.6
RD-81084,2025-06-07 03:58:24,77.5,211,2,7.09
RD-51757,2025-06-06 06:52:53,39.8,219,2,7.86
RD-59752,2025-06-01 12:28:43,41.6,409,3,6.59
RD-92582,2025-06-06 17:36:40,14.0,968,4,6.98
RD-18149,2025-06-03 17:53:18,13.9,1038,4,8.36
RD-12077,2025-06-05 05:56:30,70.2,401,1,8.85
RD-60026,2025-06-06 20:25:31,78.1,373,3,9.0
RD-38518,2025-06-02 06:07:24,52.3,415,2,1.53
RD-80345,2025-06-01 17:43:59,16.9,1342,4,5.81
RD-40171,2025-06-05 07:54:44,29.4,1022,5,0.58
RD-59045,2025-06-01 14:27:33,35.7,68,1,2.33
RD-13357,2025-06-06 18:11:22,29.2,542,4,8.42
RD-40951,2025-06-06 07:13:29,29.8,1407,4,8.86
RD-74461,2025-06-05 18:59:20,21.3,579,4,6.31
RD-68049,2025-06-01 06:20:59,56.6,154,1,6.32
RD-17303,2025-06-02 07:33:00,22.9,744,3,5.65
RD-12077,2025-06-04 12:32:27,49.8,50,2,8.15
RD-42922,2025-06-07 20:20:33,68.1,203,3,0.98
RD-80345,2025-06-07 17:13:48,14.6,754,4,6.26
RD-40171,2025-06-05 09:09:14,39.1,368,2,6.69
RD-88054,2025-06-07 20:13:47,38.5,392,1,7.78
RD-59045,2025-06-06 21:37:33,67.4,318,1,0.06
RD-59852,2025-06-05 09:28:54,53.5,490,3,3.09
RD-77987,2025-06-03 06:10:35,50.5,209,3,1.77
RD-88054,2025-06-06 08:55:39,10.1,930,4,6.87
RD-18149,2025-06-05 07:57:21,33.7,1410,5,9.62
RD-50204,2025-06-02 19:08:47,29.1,31,1,9.13
RD-12077,2025-06-04 07:40:43,14.7,1172,4,9.28
RD-40171,2025-06-04 22:24:06,37.1,149,1,2.66
RD-74461,2025-06-06 01:46:04,49.6,228,2,5.92
RD-59012,2025-06-06 07:34:59,28.4,1100,5,2.82
RD-13357,2025-06-06 16:29:23,74.5,74,2,3.74
RD-11106,2025-06-01 18:41:54,8.3,703,5,8.44
RD-75458,2025-06-07 22:09:59,68.7,32,1,5.6
RD-42922,2025-06-02 06:23:58,65.9,370,1,8.16
RD-65194,2025-06-07 10:39:59,61.9,389,2,3.55
RD-94800,2025-06-04 18:23:31,33.8,1011,5,9.18
RD-38518,2025-06-06 21:32:02,59.0,515,3,4.73
RD-11106,2025-06-03 10:35:28,56.6,26,3,3.56
RD-28356,2025-06-06 21:24:27,77.5,404,3,7.77
RD-68049,2025-06-04 07:12:39,35.5,334,4,5.16
RD-81084,2025-06-07 07:32:12,30.2,1225,5,6.82
RD-41787,2025-06-07 17:45:48,15.9,771,3,1.38
RD-92869,2025-06-01 17:53:17,29.8,1042,3,5.4
RD-12077,2025-06-01 08:05:38,35.8,1045,3,6.29
RD-50204,2025-06-05 07:06:18,30.7,546,5,5.8
RD-30428,2025-06-01 18:21:37,18.1,918,5,6.43
RD-28356,2025-06-02 07:26:27,43.2,1091,4,7.72
RD-42510,2025-06-04 15:09:53,72.8,139,3,3.49
RD-37171,2025-06-06 18:11:08,15.6,802,4,8.02
RD-59012,2025-06-06 07:24:44,22.7,846,4,8.96
RD-41787,2025-06-02 13:39:59,54.9,114,2,6.74
RD-70214,2025-06-03 07:00:06,27.6,1070,4,2.62
RD-63576,2025-06-05 07:21:34,31.0,798,3,6.8
RD-63576,2025-06-06 17:54:31,16.7,1097,3,7.59
RD-94800,2025-06-06 19:06:37,64.9,342,2,1.19
RD-63576,2025-06-07 03:13:19,66.6,88,1,5.75
RD-63576,2025-06-01 06:39:53,56.8,245,1,0.27
RD-88054,2025-06-06 08:07:49,32.0,1042,3,5.75
RD-30428,2025-06-05 15:04:25,41.4,232,1,7.09
RD-47857,2025-06-02 04:01:36,41.4,192,1,1.16
RD-92869,2025-06-02 07:28:13,12.2,797,4,7.0
RD-50204,2025-06-04 08:31:59,42.1,1280,3,2.16
RD-32096,2025-06-04 11:43:55,56.3,108,3,3.06
RD-28356,2025-06-05 18:34:46,35.7,1100,3,1.92
RD-68269,2025-06-05 07:59:52,35.1,870,5,7.42
RD-59752,2025-06-03 09:01:52,38.1,175,1,9.4
RD-60026,2025-06-06 08:47:36,14.9,1417,5,4.4
RD-70214,2025-06-04 18:56:09,5.9,422,5,8.5
RD-41935,2025-06-04 09:26:31,58.6,423,2,0.81
RD-89119,2025-06-02 20:38:41,64.9,382,2,3.99
RD-60026,2025-06-04 17:28:02,17.0,1185,4,9.43
RD-94800,2025-06-03 08:55:31,29.6,590,4,6.58
RD-75458,2025-06-05 22:08:24,81.8,97,1,2.87
RD-12077,2025-06-05 00:23:20,27.2,328,1,3.87
RD-19332,2025-06-06 06:07:59,59.4,443,2,2.1
RD-15488,2025-06-06 20:43:31,44.0,334,3,4.11
RD-50199,2025-06-07 17:39:11,12.5,886,4,5.93
RD-75458,2025-06-05 17:59:34,25.5,485,4,4.2
RD-89119,2025-06-01 08:52:40,39.1,1135,5,1.44
RD-50204,2025-06-04 14:13:02,51.1,376,1,3.62
RD-59852,2025-06-07 08:49:10,29.3,781,4,5.06
RD-42922,2025-06-06 08:10:47,42.7,345,4,6.59
RD-63576,2025-06-03 07:33:07,7.0,1465,3,9.92
RD-17303,2025-06-05 08:43:48,30.8,1518,5,1.34
RD-88767,2025-06-07 07:34:43,13.2,807,3,5.35
RD-75458,2025-06-07 08:07:47,22.3,1043,4,8.02
